Study,site,lat,lon,plant_sp,lipid,tot_visits,Fruit_Diet,Bird_genus,rank_Phyl,Plant_familiy,Bird_Family,Bird_Order,Plant_genus,visits,BodyMass,phylo,Phylo_name
1,1,-15.9519,-47.9701,Alchornea_iricurana,66.87,571,20,Leptopogon,16,Euphorbiaceae,Tyrannidae,Passeriformes,Alchornea,3,11.7,Leptopogon_amaurocephalus,Alchornea_triplinervia
1,1,-15.9519,-47.9701,Alchornea_iricurana,66.87,571,23.33333333,Hemithraupis,25,Euphorbiaceae,Thraupidae,Passeriformes,Alchornea,67,12,Hemithraupis_ruficapilla,Alchornea_triplinervia
1,1,-15.9519,-47.9701,Alchornea_iricurana,66.87,571,24,Saltator,25,Euphorbiaceae,Thraupidae,Passeriformes,Alchornea,30,45.45,Saltator_similis,Alchornea_triplinervia
1,1,-15.9519,-47.9701,Alchornea_iricurana,66.87,571,26.66666667,Vireo,18,Euphorbiaceae,Vireonidae,Passeriformes,Alchornea,49,16.06,Vireo_philadelphicus,Alchornea_triplinervia
1,1,-15.9519,-47.9701,Alchornea_iricurana,66.87,571,30,Myiodynastes,16,Euphorbiaceae,Tyrannidae,Passeriformes,Alchornea,5,43.2,Myiodynastes_luteiventris,Alchornea_triplinervia
1,1,-15.9519,-47.9701,Alchornea_iricurana,66.87,571,30,Phyllomyias,16,Euphorbiaceae,Tyrannidae,Passeriformes,Alchornea,80,10.3,Phyllomyias_griseocapilla,Alchornea_triplinervia
1,1,-15.9519,-47.9701,Alchornea_iricurana,66.87,571,33.33333333,Tachyphonus,25,Euphorbiaceae,Thraupidae,Passeriformes,Alchornea,3,34.4,Tachyphonus_rufus,Alchornea_triplinervia
1,1,-15.9519,-47.9701,Alchornea_iricurana,66.87,571,40,Empidonomus,16,Euphorbiaceae,Tyrannidae,Passeriformes,Alchornea,16,27.1,Empidonomus_varius,Alchornea_triplinervia
1,1,-15.9519,-47.9701,Alchornea_iricurana,66.87,571,47.5,Elaenia,16,Euphorbiaceae,Tyrannidae,Passeriformes,Alchornea,46,19.26666667,Elaenia_flavogaster,Alchornea_triplinervia
1,1,-15.9519,-47.9701,Alchornea_iricurana,66.87,571,53,Turdus,21,Euphorbiaceae,Turdidae,Passeriformes,Alchornea,47,59.3,Turdus_subalaris,Alchornea_triplinervia
1,1,-15.9519,-47.9701,Alchornea_iricurana,66.87,571,56.66666667,Dacnis,25,Euphorbiaceae,Thraupidae,Passeriformes,Alchornea,127,13,Dacnis_nigripes,Alchornea_triplinervia
1,1,-15.9519,-47.9701,Alchornea_iricurana,66.87,571,60,Antilophia,13,Euphorbiaceae,Pipridae,Passeriformes,Alchornea,19,21.48,Antilophia_galeata,Alchornea_triplinervia
1,1,-15.9519,-47.9701,Alchornea_iricurana,66.87,571,65,Mionectes,16,Euphorbiaceae,Tyrannidae,Passeriformes,Alchornea,12,13.3,Mionectes_rufiventris,Alchornea_triplinervia
1,1,-15.9519,-47.9701,Alchornea_iricurana,66.87,571,70,Tersina,25,Euphorbiaceae,Thraupidae,Passeriformes,Alchornea,12,29,Tersina_viridis,Alchornea_triplinervia
1,1,-15.9519,-47.9701,Alchornea_iricurana,66.87,571,71.42857143,Thraupis,25,Euphorbiaceae,Thraupidae,Passeriformes,Alchornea,5,35.745,Thraupis_palmarum,Alchornea_triplinervia
1,1,-15.9519,-47.9701,Alchornea_iricurana,66.87,571,75.83333333,Tangara,25,Euphorbiaceae,Thraupidae,Passeriformes,Alchornea,50,18,Tangara_seledon,Alchornea_triplinervia
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,0,Coereba,25,Meliaceae,Thraupidae,Passeriformes,Cabralea,6,10.01,Coereba_flaveola,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,3.333333333,Thamnophilus,10,Meliaceae,Thamnophilidae,Passeriformes,Cabralea,4,21.1,Thamnophilus_punctatus,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,10,Megarhynchus,16,Meliaceae,Tyrannidae,Passeriformes,Cabralea,14,69.91,Megarynchus_pitangua,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,10,Tyrannus,16,Meliaceae,Tyrannidae,Passeriformes,Cabralea,29,34.65,Tyrannus_savana,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,23.33333333,Hemithraupis,25,Meliaceae,Thraupidae,Passeriformes,Cabralea,5,12,Hemithraupis_ruficapilla,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,24,Saltator,25,Meliaceae,Thraupidae,Passeriformes,Cabralea,74,45.45,Saltator_similis,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,26.66666667,Vireo,18,Meliaceae,Vireonidae,Passeriformes,Cabralea,17,16.06,Vireo_philadelphicus,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,30,Myiodynastes,16,Meliaceae,Tyrannidae,Passeriformes,Cabralea,5,43.2,Myiodynastes_luteiventris,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,31.66666667,Myiarchus,16,Meliaceae,Tyrannidae,Passeriformes,Cabralea,17,26.3,Myiarchus_tyrannulus,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,33.33333333,Tachyphonus,25,Meliaceae,Thraupidae,Passeriformes,Cabralea,7,34.4,Tachyphonus_rufus,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,35,Baryphtengus,6,Meliaceae,Momotidae,Coraciiformes,Cabralea,9,141.65,Baryphthengus_ruficapillus,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,40,Arremon,27,Meliaceae,Emberezidae,Passeriformes,Cabralea,1,26.13,Arremon_flavirostris,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,40,Catharus,21,Meliaceae,Turdidae,Passeriformes,Cabralea,23,31.9,Catharus_ustulatus,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,40,Empidonomus,16,Meliaceae,Tyrannidae,Passeriformes,Cabralea,25,27.1,Empidonomus_varius,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,47.5,Elaenia,16,Meliaceae,Tyrannidae,Passeriformes,Cabralea,21,24.35,Elaenia_flavogaster,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,50,Schistochlamys,25,Meliaceae,Thraupidae,Passeriformes,Cabralea,1,33,Schistochlamys_melanopis,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,51.25,Trogon,5,Meliaceae,Trogonidae,Trogoniformes,Cabralea,3,73.29,Trogon_viridis,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,53,Turdus,21,Meliaceae,Turdidae,Passeriformes,Cabralea,239,64.18,Turdus_subalaris,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,56.66666667,Dacnis,25,Meliaceae,Thraupidae,Passeriformes,Cabralea,86,13,Dacnis_nigripes,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,60,Antilophia,13,Meliaceae,Pipridae,Passeriformes,Cabralea,59,21.48,Antilophia_galeata,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,63.33333333,Ramphastos,8,Meliaceae,Ramphastidae,Piciformes,Cabralea,5,360.36,Ramphastos_vitellinus,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,75.83333333,Tangara,25,Meliaceae,Thraupidae,Passeriformes,Cabralea,12,18,Tangara_seledon,Trichilia_pallida
1,1,-15.9519,-47.9701,Cabralea_canjerana,71.18,663,82.5,Penelope,1,Meliaceae,Cracidae,Galliformes,Cabralea,1,894.99,Penelope_pileata,Trichilia_pallida
1,1,-15.9519,-47.9701,Cecropia_pachystachya,3.93,302,71.42857143,Thraupis,25,Urticaceae,Thraupidae,Passeriformes,Cecropia,38,32.49,Thraupis_palmarum,Cecropia_pachystachya
1,1,-15.9519,-47.9701,Cecropia_pachystachya,3.93,302,60,Antilophia,13,Urticaceae,Pipridae,Passeriformes,Cecropia,7,21.48,Antilophia_galeata,Cecropia_pachystachya
1,1,-15.9519,-47.9701,Cecropia_pachystachya,3.93,302,47.5,Elaenia,16,Urticaceae,Tyrannidae,Passeriformes,Cecropia,9,21.36666667,Elaenia_flavogaster,Cecropia_pachystachya
1,1,-15.9519,-47.9701,Cecropia_pachystachya,3.93,302,53,Turdus,21,Urticaceae,Turdidae,Passeriformes,Cecropia,12,64.18,Turdus_subalaris,Cecropia_pachystachya
1,1,-15.9519,-47.9701,Cecropia_pachystachya,3.93,302,0,Sporophila,27,Urticaceae,Emberezidae,Passeriformes,Cecropia,24,10.425,Sporophila_nigricollis,Cecropia_pachystachya
1,1,-15.9519,-47.9701,Cecropia_pachystachya,3.93,302,91.11111111,Euphonia,23,Urticaceae,Fringilllidae,Passeriformes,Cecropia,38,13.33333333,Euphonia_chlorotica,Cecropia_pachystachya
1,1,-15.9519,-47.9701,Cecropia_pachystachya,3.93,302,0,Coereba,25,Urticaceae,Thraupidae,Passeriformes,Cecropia,5,10.01,Coereba_flaveola,Cecropia_pachystachya
1,1,-15.9519,-47.9701,Cecropia_pachystachya,3.93,302,56.66666667,Dacnis,25,Urticaceae,Thraupidae,Passeriformes,Cecropia,33,13,Dacnis_nigripes,Cecropia_pachystachya
1,1,-15.9519,-47.9701,Cecropia_pachystachya,3.93,302,23.33333333,Hemithraupis,25,Urticaceae,Thraupidae,Passeriformes,Cecropia,1,12,Hemithraupis_ruficapilla,Cecropia_pachystachya
1,1,-15.9519,-47.9701,Cecropia_pachystachya,3.93,302,24,Saltator,25,Urticaceae,Thraupidae,Passeriformes,Cecropia,4,43.3,Saltator_similis,Cecropia_pachystachya
1,1,-15.9519,-47.9701,Cecropia_pachystachya,3.93,302,33.33333333,Tachyphonus,25,Urticaceae,Thraupidae,Passeriformes,Cecropia,15,34.4,Tachyphonus_rufus,Cecropia_pachystachya
1,1,-15.9519,-47.9701,Cecropia_pachystachya,3.93,302,75.83333333,Tangara,25,Urticaceae,Thraupidae,Passeriformes,Cecropia,97,18,Tangara_seledon,Cecropia_pachystachya
1,1,-15.9519,-47.9701,Cecropia_pachystachya,3.93,302,30,Thlypopsis,25,Urticaceae,Thraupidae,Passeriformes,Cecropia,19,17,Thlypopsis_sordida,Cecropia_pachystachya
1,1,-15.9519,-47.9701,Guatteria_sellowiana,5.95,159,40,Catharus,21,Annonaceae,Turdidae,Passeriformes,Guatteria,7,31.9,Catharus_ustulatus,Guatteria_sellowiana
1,1,-15.9519,-47.9701,Guatteria_sellowiana,5.95,159,47.5,Elaenia,16,Annonaceae,Tyrannidae,Passeriformes,Guatteria,21,21.36666667,Elaenia_flavogaster,Guatteria_sellowiana
1,1,-15.9519,-47.9701,Guatteria_sellowiana,5.95,159,53,Turdus,21,Annonaceae,Turdidae,Passeriformes,Guatteria,53,64.18,Turdus_subalaris,Guatteria_sellowiana
1,1,-15.9519,-47.9701,Guatteria_sellowiana,5.95,159,56.66666667,Dacnis,25,Annonaceae,Thraupidae,Passeriformes,Guatteria,1,13,Dacnis_nigripes,Guatteria_sellowiana
1,1,-15.9519,-47.9701,Guatteria_sellowiana,5.95,159,60,Antilophia,13,Annonaceae,Pipridae,Passeriformes,Guatteria,72,21.48,Antilophia_galeata,Guatteria_sellowiana
1,1,-15.9519,-47.9701,Guatteria_sellowiana,5.95,159,75.83333333,Tangara,25,Annonaceae,Thraupidae,Passeriformes,Guatteria,5,18,Tangara_seledon,Guatteria_sellowiana
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,0,Casiornis,16,Melastomataceae,Tyrannidae,Passeriformes,Miconia,1,24.8,Casiornis_rufus,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,0,Coereba,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,1,10.01,Coereba_flaveola,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,0,Colonia,16,Melastomataceae,Tyrannidae,Passeriformes,Miconia,1,18.3,Colonia_colonus,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,0,Nemosia,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,3,16,Nemosia_pileata,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,0,Sporophila,27,Melastomataceae,Emberezidae,Passeriformes,Miconia,27,10.425,Sporophila_nigricollis,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,15,Piranga,24,Melastomataceae,Cardinalidae,Passeriformes,Miconia,1,37.7,Piranga_rubra,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,20,Eucometis,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,3,27,Eucometis_penicillata,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,20,Trichothraupis,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,4,22.58,Trichothraupis_melanops,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,23.33333333,Hemithraupis,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,39,12,Hemithraupis_ruficapilla,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,24,Saltator,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,43,45.45,Saltator_similis,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,30,Pitangus,16,Melastomataceae,Tyrannidae,Passeriformes,Miconia,1,62.85,Pitangus_sulphuratus,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,33.33333333,Tachyphonus,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,12,34.4,Tachyphonus_rufus,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,47.5,Elaenia,16,Melastomataceae,Tyrannidae,Passeriformes,Miconia,93,19.98,Elaenia_flavogaster,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,50,Pipraeidea,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,3,21,Pipraeidea_melanonota,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,50,Ramphocelus,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,1,25.92,Ramphocelus_passerinii,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,50,Schiffornis,14,Melastomataceae,Tityridae,Passeriformes,Miconia,3,25.6,Schiffornis_virescens,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,53,Turdus,21,Melastomataceae,Turdidae,Passeriformes,Miconia,22,59.3,Turdus_subalaris,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,56.66666667,Dacnis,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,6,13,Dacnis_nigripes,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,60,Antilophia,13,Melastomataceae,Pipridae,Passeriformes,Miconia,38,21.48,Antilophia_galeata,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,64,Patagioenas,3,Melastomataceae,Columbidae,Columbiformes,Miconia,1,178.77,Patagioenas_speciosa,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,70,Tersina,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,4,29,Tersina_viridis,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,71.42857143,Thraupis,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,7,32.49,Thraupis_palmarum,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,75.83333333,Tangara,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,46,18,Tangara_seledon,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_cf_cuspidata,3.255,362,91.11111111,Euphonia,23,Melastomataceae,Fringilllidae,Passeriformes,Miconia,2,11,Euphonia_chlorotica,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_pepericarpa,3.255,185,0,Casiornis,16,Melastomataceae,Tyrannidae,Passeriformes,Miconia,1,24.8,Casiornis_rufus,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_pepericarpa,3.255,185,0,Cnemotriccus,16,Melastomataceae,Tyrannidae,Passeriformes,Miconia,7,13.6,Cnemotriccus_fuscatus,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_pepericarpa,3.255,185,20,Neopelma,13,Melastomataceae,Pipridae,Passeriformes,Miconia,15,18.2,Neopelma_pallescens,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_pepericarpa,3.255,185,23.33333333,Hemithraupis,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,19,12,Hemithraupis_ruficapilla,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_pepericarpa,3.255,185,24,Saltator,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,1,43.3,Saltator_similis,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_pepericarpa,3.255,185,47.5,Elaenia,16,Melastomataceae,Tyrannidae,Passeriformes,Miconia,46,16.8,Elaenia_flavogaster,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_pepericarpa,3.255,185,50,Schiffornis,14,Melastomataceae,Tityridae,Passeriformes,Miconia,1,25.6,Schiffornis_virescens,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_pepericarpa,3.255,185,53,Turdus,21,Melastomataceae,Turdidae,Passeriformes,Miconia,2,69.27,Turdus_subalaris,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_pepericarpa,3.255,185,56.66666667,Dacnis,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,11,13,Dacnis_nigripes,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_pepericarpa,3.255,185,60,Antilophia,13,Melastomataceae,Pipridae,Passeriformes,Miconia,53,21.48,Antilophia_galeata,Miconia_albicans
1,1,-15.9519,-47.9701,Miconia_pepericarpa,3.255,185,75.83333333,Tangara,25,Melastomataceae,Thraupidae,Passeriformes,Miconia,29,18,Tangara_seledon,Miconia_albicans
1,1,-15.9519,-47.9701,Paullinia_cf_carpopodea,2.175,170,24,Saltator,25,Sapindaceae,Thraupidae,Passeriformes,Paullinia,3,43.3,Saltator_similis,Paullinia_pinnata
1,1,-15.9519,-47.9701,Paullinia_cf_carpopodea,2.175,170,35,Baryphtengus,6,Sapindaceae,Momotidae,Coraciiformes,Paullinia,5,141.65,Baryphthengus_ruficapillus,Paullinia_pinnata
1,1,-15.9519,-47.9701,Paullinia_cf_carpopodea,2.175,170,53,Turdus,21,Sapindaceae,Turdidae,Passeriformes,Paullinia,152,60.51,Turdus_subalaris,Paullinia_pinnata
1,1,-15.9519,-47.9701,Paullinia_cf_carpopodea,2.175,170,63.33333333,Ramphastos,8,Sapindaceae,Ramphastidae,Piciformes,Paullinia,6,360.36,Ramphastos_vitellinus,Paullinia_pinnata
1,1,-15.9519,-47.9701,Paullinia_cf_carpopodea,2.175,170,70,Tersina,25,Sapindaceae,Thraupidae,Passeriformes,Paullinia,4,29,Tersina_viridis,Paullinia_pinnata
1,1,-15.9519,-47.9701,Phoradendron_crassifolium,2.75,82,23.33333333,Hemithraupis,25,Santalaceae,Thraupidae,Passeriformes,Phoradendron,8,12,Hemithraupis_ruficapilla,Phoradendron_piperoides
1,1,-15.9519,-47.9701,Phoradendron_crassifolium,2.75,82,24,Saltator,25,Santalaceae,Thraupidae,Passeriformes,Phoradendron,3,43.3,Saltator_similis,Phoradendron_piperoides
1,1,-15.9519,-47.9701,Phoradendron_crassifolium,2.75,82,33.33333333,Tachyphonus,25,Santalaceae,Thraupidae,Passeriformes,Phoradendron,4,34.4,Tachyphonus_rufus,Phoradendron_piperoides
1,1,-15.9519,-47.9701,Phoradendron_crassifolium,2.75,82,53,Turdus,21,Santalaceae,Turdidae,Passeriformes,Phoradendron,1,69.1,Turdus_subalaris,Phoradendron_piperoides
1,1,-15.9519,-47.9701,Phoradendron_crassifolium,2.75,82,56.66666667,Dacnis,25,Santalaceae,Thraupidae,Passeriformes,Phoradendron,5,13,Dacnis_nigripes,Phoradendron_piperoides
1,1,-15.9519,-47.9701,Phoradendron_crassifolium,2.75,82,60,Antilophia,13,Santalaceae,Pipridae,Passeriformes,Phoradendron,5,21.48,Antilophia_galeata,Phoradendron_piperoides
1,1,-15.9519,-47.9701,Phoradendron_crassifolium,2.75,82,75.83333333,Tangara,25,Santalaceae,Thraupidae,Passeriformes,Phoradendron,13,18,Tangara_seledon,Phoradendron_piperoides
1,1,-15.9519,-47.9701,Phoradendron_crassifolium,2.75,82,91.11111111,Euphonia,23,Santalaceae,Fringilllidae,Passeriformes,Phoradendron,43,13.33333333,Euphonia_chlorotica,Phoradendron_piperoides
1,1,-15.9519,-47.9701,Piper_tectoniifolium,3.7,304,0,Coereba,25,Piperaceae,Thraupidae,Passeriformes,Piper,22,10.01,Coereba_flaveola,Piper_tectoniifolium
1,1,-15.9519,-47.9701,Piper_tectoniifolium,3.7,304,24,Saltator,25,Piperaceae,Thraupidae,Passeriformes,Piper,25,45.45,Saltator_similis,Piper_tectoniifolium
1,1,-15.9519,-47.9701,Piper_tectoniifolium,3.7,304,33.33333333,Tachyphonus,25,Piperaceae,Thraupidae,Passeriformes,Piper,13,34.4,Tachyphonus_rufus,Piper_tectoniifolium
1,1,-15.9519,-47.9701,Piper_tectoniifolium,3.7,304,47.5,Elaenia,16,Piperaceae,Tyrannidae,Passeriformes,Piper,2,24.8,Elaenia_flavogaster,Piper_tectoniifolium
1,1,-15.9519,-47.9701,Piper_tectoniifolium,3.7,304,50,Ramphocelus,25,Piperaceae,Thraupidae,Passeriformes,Piper,1,25.92,Ramphocelus_passerinii,Piper_tectoniifolium
1,1,-15.9519,-47.9701,Piper_tectoniifolium,3.7,304,50,Schistochlamys,25,Piperaceae,Thraupidae,Passeriformes,Piper,3,33,Schistochlamys_melanopis,Piper_tectoniifolium
1,1,-15.9519,-47.9701,Piper_tectoniifolium,3.7,304,53,Turdus,21,Piperaceae,Turdidae,Passeriformes,Piper,63,65.48,Turdus_subalaris,Piper_tectoniifolium
1,1,-15.9519,-47.9701,Piper_tectoniifolium,3.7,304,56.66666667,Dacnis,25,Piperaceae,Thraupidae,Passeriformes,Piper,7,13,Dacnis_nigripes,Piper_tectoniifolium
1,1,-15.9519,-47.9701,Piper_tectoniifolium,3.7,304,60,Antilophia,13,Piperaceae,Pipridae,Passeriformes,Piper,40,21.48,Antilophia_galeata,Piper_tectoniifolium
1,1,-15.9519,-47.9701,Piper_tectoniifolium,3.7,304,71.42857143,Thraupis,25,Piperaceae,Thraupidae,Passeriformes,Piper,29,35.745,Thraupis_palmarum,Piper_tectoniifolium
1,1,-15.9519,-47.9701,Piper_tectoniifolium,3.7,304,75.83333333,Tangara,25,Piperaceae,Thraupidae,Passeriformes,Piper,86,18,Tangara_seledon,Piper_tectoniifolium
1,1,-15.9519,-47.9701,Piper_tectoniifolium,3.7,304,82.5,Penelope,1,Piperaceae,Cracidae,Galliformes,Piper,3,894.99,Penelope_pileata,Piper_tectoniifolium
1,1,-15.9519,-47.9701,Piper_tectoniifolium,3.7,304,91.11111111,Euphonia,23,Piperaceae,Fringilllidae,Passeriformes,Piper,10,13,Euphonia_chlorotica,Piper_tectoniifolium
1,1,-15.9519,-47.9701,Protium_almecega,3,629,0,Coereba,25,Burseraceae,Thraupidae,Passeriformes,Protium,23,10.01,Coereba_flaveola,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,10,Megarhynchus,16,Burseraceae,Tyrannidae,Passeriformes,Protium,1,69.91,Megarynchus_pitangua,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,15,Tolmomyas,16,Burseraceae,Tyrannidae,Passeriformes,Protium,2,14.3,Tolmomyias_flaviventris,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,20,Eucometis,25,Burseraceae,Thraupidae,Passeriformes,Protium,4,27,Eucometis_penicillata,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,20,Trichothraupis,25,Burseraceae,Thraupidae,Passeriformes,Protium,17,22.58,Trichothraupis_melanops,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,23.33333333,Hemithraupis,25,Burseraceae,Thraupidae,Passeriformes,Protium,88,12,Hemithraupis_ruficapilla,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,24,Saltator,25,Burseraceae,Thraupidae,Passeriformes,Protium,22,45.45,Saltator_similis,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,33.33333333,Tachyphonus,25,Burseraceae,Thraupidae,Passeriformes,Protium,54,34.4,Tachyphonus_rufus,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,40,Catharus,21,Burseraceae,Turdidae,Passeriformes,Protium,1,31.9,Catharus_ustulatus,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,40,Cyanerpes,25,Burseraceae,Thraupidae,Passeriformes,Protium,1,14,Cyanerpes_cyaneus,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,40,Empidonomus,16,Burseraceae,Tyrannidae,Passeriformes,Protium,1,27.1,Empidonomus_varius,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,47.5,Elaenia,16,Burseraceae,Tyrannidae,Passeriformes,Protium,122,21.36666667,Elaenia_flavogaster,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,50,Ramphocelus,25,Burseraceae,Thraupidae,Passeriformes,Protium,7,25.92,Ramphocelus_passerinii,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,50,Schistochlamys,25,Burseraceae,Thraupidae,Passeriformes,Protium,2,33,Schistochlamys_melanopis,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,53,Turdus,21,Burseraceae,Turdidae,Passeriformes,Protium,35,62.61,Turdus_subalaris,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,56.66666667,Dacnis,25,Burseraceae,Thraupidae,Passeriformes,Protium,47,13,Dacnis_nigripes,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,60,Antilophia,13,Burseraceae,Pipridae,Passeriformes,Protium,48,21.48,Antilophia_galeata,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,63.33333333,Ramphastos,8,Burseraceae,Ramphastidae,Piciformes,Protium,1,360.36,Ramphastos_vitellinus,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,70,Tersina,25,Burseraceae,Thraupidae,Passeriformes,Protium,2,29,Tersina_viridis,Protium_heptaphyllum
1,1,-15.9519,-47.9701,Protium_almecega,3,629,71.42857143,Thraupis,25,Burseraceae,Thraupidae,Passeriformes,Protium,26,35.745,Thraupis_palmarum,Protium_heptaphyllum
