Study,site,lat,lon,plant_sp,lipid,tot_visits,Fruit_Diet,Bird_genus,rank_Phyl,Plant_familiy,Bird_Family,Bird_Order,Plant_genus,visits,BodyMass,phylo,Phylo_name
7,7,-22.81611111,-48.39166667,Matayba_eleagnoides,28,789,31.66666667,Myiarchus,16,Sapindaceae,Tyrannidae,Passeriformes,Matayba,31,35.45,Myiarchus_tyrannulus,Matayba_guianensis
7,7,-22.81611111,-48.39166667,Matayba_eleagnoides,28,789,32,Cyanocorax,17,Sapindaceae,Corvidae,Passeriformes,Matayba,8,166,Cyanocorax_morio,Matayba_guianensis
7,7,-22.81611111,-48.39166667,Matayba_eleagnoides,28,789,33.33333333,Tachyphonus,25,Sapindaceae,Thraupidae,Passeriformes,Matayba,28,29.3,Tachyphonus_rufus,Matayba_guianensis
7,7,-22.81611111,-48.39166667,Matayba_eleagnoides,28,789,40,Empidonomus,16,Sapindaceae,Tyrannidae,Passeriformes,Matayba,24,27.1,Empidonomus_varius,Matayba_guianensis
7,7,-22.81611111,-48.39166667,Matayba_eleagnoides,28,789,50,Ramphocelus,25,Sapindaceae,Thraupidae,Passeriformes,Matayba,63,25.92,Ramphocelus_passerinii,Matayba_guianensis
7,7,-22.81611111,-48.39166667,Matayba_eleagnoides,28,789,53,Turdus,21,Sapindaceae,Turdidae,Passeriformes,Matayba,90,69.27,Turdus_subalaris,Matayba_guianensis
7,7,-22.81611111,-48.39166667,Matayba_eleagnoides,28,789,56.66666667,Dacnis,25,Sapindaceae,Thraupidae,Passeriformes,Matayba,25,13,Dacnis_nigripes,Matayba_guianensis
7,7,-22.81611111,-48.39166667,Matayba_eleagnoides,28,789,71.42857143,Thraupis,25,Sapindaceae,Thraupidae,Passeriformes,Matayba,18,32.49,Thraupis_palmarum,Matayba_guianensis
7,7,-22.81611111,-48.39166667,Matayba_eleagnoides,28,789,75.83333333,Tangara,25,Sapindaceae,Thraupidae,Passeriformes,Matayba,6,18,Tangara_seledon,Matayba_guianensis
8,8,-19.7667,-40.0033,Cecropia_pachystachya,3.93,532,71.42857143,Thraupis,25,Urticaceae,Thraupidae,Passeriformes,Cecropia,34,32.49,Thraupis_palmarum,Cecropia_pachystachya
8,8,-19.7667,-40.0033,Cecropia_pachystachya,3.93,532,75.83333333,Tangara,25,Urticaceae,Thraupidae,Passeriformes,Cecropia,84,18,Tangara_seledon,Cecropia_pachystachya
8,8,-19.7667,-40.0033,Cecropia_pachystachya,3.93,532,24,Saltator,25,Urticaceae,Thraupidae,Passeriformes,Cecropia,18,43.3,Saltator_similis,Cecropia_pachystachya
8,8,-19.7667,-40.0033,Cecropia_pachystachya,3.93,532,56.66666667,Dacnis,25,Urticaceae,Thraupidae,Passeriformes,Cecropia,171,13,Dacnis_nigripes,Cecropia_pachystachya
8,8,-19.7667,-40.0033,Cecropia_pachystachya,3.93,532,40,Cyanerpes,25,Urticaceae,Thraupidae,Passeriformes,Cecropia,41,14,Cyanerpes_cyaneus,Cecropia_pachystachya
8,8,-19.7667,-40.0033,Cecropia_pachystachya,3.93,532,0,Coereba,25,Urticaceae,Thraupidae,Passeriformes,Cecropia,24,10.01,Coereba_flaveola,Cecropia_pachystachya
8,8,-19.7667,-40.0033,Cecropia_pachystachya,3.93,532,43.33333333,Cacicus,28,Urticaceae,Icteridae,Passeriformes,Cecropia,10,83.71,Cacicus_haemorrhous,Cecropia_pachystachya
8,8,-19.7667,-40.0033,Cecropia_pachystachya,3.93,532,91.11111111,Euphonia,23,Urticaceae,Fringilllidae,Passeriformes,Cecropia,141,15,Euphonia_chlorotica,Cecropia_pachystachya
8,8,-19.7667,-40.0033,Cecropia_pachystachya,3.93,532,53,Turdus,21,Urticaceae,Turdidae,Passeriformes,Cecropia,4,69.27,Turdus_subalaris,Cecropia_pachystachya
8,8,-19.7667,-40.0033,Cecropia_pachystachya,3.93,532,30,Pitangus,16,Urticaceae,Tyrannidae,Passeriformes,Cecropia,3,62.85,Pitangus_sulphuratus,Cecropia_pachystachya
8,8,-19.7667,-40.0033,Cecropia_pachystachya,3.93,532,27.5,Celeus,7,Urticaceae,Picidae,Piciformes,Cecropia,2,139,Celeus_grammicus,Cecropia_pachystachya
8,8,-19.7667,-40.0033,Clusia_hilariana,47.86,140,15,Tolmomyas,16,Clusiaceae,Tyrannidae,Passeriformes,Clusia,1,12.2,Tolmomyias_flaviventris,Clusia_criuva
8,8,-19.7667,-40.0033,Clusia_hilariana,47.86,140,20,Crotophaga,4,Clusiaceae,Cuculidae,Cuculiformes,Clusia,4,148.25,Crotophaga_major,Clusia_criuva
8,8,-19.7667,-40.0033,Clusia_hilariana,47.86,140,24,Saltator,25,Clusiaceae,Thraupidae,Passeriformes,Clusia,7,47.6,Saltator_similis,Clusia_criuva
8,8,-19.7667,-40.0033,Clusia_hilariana,47.86,140,40,Cyanerpes,25,Clusiaceae,Thraupidae,Passeriformes,Clusia,84,14,Cyanerpes_cyaneus,Clusia_criuva
8,8,-19.7667,-40.0033,Clusia_hilariana,47.86,140,43.33333333,Cacicus,28,Clusiaceae,Icteridae,Passeriformes,Clusia,37,83.71,Cacicus_haemorrhous,Clusia_criuva
8,8,-19.7667,-40.0033,Clusia_hilariana,47.86,140,56.66666667,Dacnis,25,Clusiaceae,Thraupidae,Passeriformes,Clusia,6,13,Dacnis_nigripes,Clusia_criuva
8,8,-19.7667,-40.0033,Clusia_hilariana,47.86,140,60,Dixiphia,13,Clusiaceae,Pipridae,Passeriformes,Clusia,1,11.11,Pipra_pipra,Clusia_criuva
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,0,Coereba,25,Boraginaceae,Thraupidae,Passeriformes,Cordia,45,10.01,Coereba_flaveola,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,0,Nemosia,25,Boraginaceae,Thraupidae,Passeriformes,Cordia,1,16,Nemosia_pileata,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,0,Satrapa,16,Boraginaceae,Tyrannidae,Passeriformes,Cordia,1,21.5,Satrapa_icterophrys,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,0,Sporophila,27,Boraginaceae,Emberezidae,Passeriformes,Cordia,9,12.55,Sporophila_nigricollis,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,15,Tolmomyas,16,Boraginaceae,Tyrannidae,Passeriformes,Cordia,1,12.2,Tolmomyias_flaviventris,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,20,Myiophobus,16,Boraginaceae,Tyrannidae,Passeriformes,Cordia,1,9.9,Myiophobus_fasciatus,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,20,Volantina,27,Boraginaceae,Emberezidae,Passeriformes,Cordia,17,11.1,Volatinia_jacarina,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,23.33333333,Pachyramphus,14,Boraginaceae,Tityridae,Passeriformes,Cordia,1,20.8,Pachyramphus_viridis,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,24,Saltator,25,Boraginaceae,Thraupidae,Passeriformes,Cordia,5,47.6,Saltator_similis,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,26.66666667,Vireo,18,Boraginaceae,Vireonidae,Passeriformes,Cordia,1,16.06,Vireo_philadelphicus,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,30,Camptostoma,16,Boraginaceae,Tyrannidae,Passeriformes,Cordia,7,8.1,Camptostoma_obsoletum,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,31.66666667,Myiarchus,16,Boraginaceae,Tyrannidae,Passeriformes,Cordia,2,35.45,Myiarchus_tyrannulus,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,32,Cyanocorax,17,Boraginaceae,Mimidae,Passeriformes,Cordia,6,204,Cyanocorax_morio,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,38,Myiozetetes,16,Boraginaceae,Tyrannidae,Passeriformes,Cordia,7,28,Myiozetetes_similis,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,40,Cyanerpes,25,Boraginaceae,Thraupidae,Passeriformes,Cordia,54,14,Cyanerpes_cyaneus,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,43.33333333,Cacicus,28,Boraginaceae,Icteridae,Passeriformes,Cordia,3,83.71,Cacicus_haemorrhous,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,47.5,Elaenia,16,Boraginaceae,Tyrannidae,Passeriformes,Cordia,34,24.8,Elaenia_flavogaster,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,50,Pipraeidea,25,Boraginaceae,Thraupidae,Passeriformes,Cordia,10,21,Pipraeidea_melanonota,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,50,Ramphocelus,25,Boraginaceae,Thraupidae,Passeriformes,Cordia,2,32.9,Ramphocelus_passerinii,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,56.66666667,Dacnis,25,Boraginaceae,Thraupidae,Passeriformes,Cordia,13,13,Dacnis_nigripes,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,71.42857143,Thraupis,25,Boraginaceae,Thraupidae,Passeriformes,Cordia,2,35.745,Thraupis_palmarum,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,75.83333333,Tangara,25,Boraginaceae,Thraupidae,Passeriformes,Cordia,16,20.5,Tangara_seledon,Varronia_curassavica
8,8,-19.7667,-40.0033,Cordia_curassavica,7.4,251,91.11111111,Euphonia,23,Boraginaceae,Fringilllidae,Passeriformes,Cordia,13,15,Euphonia_chlorotica,Varronia_curassavica
8,8,-19.7667,-40.0033,Cupania_emarginata,59.3,29,10,Megarhynchus,16,Sapindaceae,Tyrannidae,Passeriformes,Cupania,2,69.91,Megarynchus_pitangua,Cupania_emarginata
8,8,-19.7667,-40.0033,Cupania_emarginata,59.3,29,10,Tyrannus,16,Sapindaceae,Tyrannidae,Passeriformes,Cupania,4,37.4,Tyrannus_savana,Cupania_emarginata
8,8,-19.7667,-40.0033,Cupania_emarginata,59.3,29,30,Pitangus,16,Sapindaceae,Tyrannidae,Passeriformes,Cupania,2,62.85,Pitangus_sulphuratus,Cupania_emarginata
8,8,-19.7667,-40.0033,Cupania_emarginata,59.3,29,43.33333333,Cacicus,28,Sapindaceae,Icteridae,Passeriformes,Cupania,21,83.71,Cacicus_haemorrhous,Cupania_emarginata
8,8,-19.7667,-40.0033,Cupania_sp,59.3,61,43.33333333,Cacicus,28,Sapindaceae,Icteridae,Passeriformes,Cupania,61,83.71,Cacicus_haemorrhous,Cupania_emarginata
8,8,-19.7667,-40.0033,Eugenia_sp,3.675,4,75.83333333,Tangara,25,Myrtaceae,Thraupidae,Passeriformes,Eugenia,4,20.5,Tangara_seledon,Eugenia_uniflora
8,8,-19.7667,-40.0033,Ficus_hirsuta,4.64,167,56.66666667,Dacnis,25,Moraceae,Thraupidae,Passeriformes,Ficus,1,13,Dacnis_nigripes,Ficus_insipida
8,8,-19.7667,-40.0033,Ficus_hirsuta,4.64,167,75.83333333,Tangara,25,Moraceae,Thraupidae,Passeriformes,Ficus,17,20.5,Tangara_seledon,Ficus_insipida
8,8,-19.7667,-40.0033,Ficus_hirsuta,4.64,167,91.11111111,Euphonia,23,Moraceae,Fringilllidae,Passeriformes,Ficus,149,15,Euphonia_chlorotica,Ficus_insipida
8,8,-19.7667,-40.0033,Ficus_sp,4.64,132,40,Cyanerpes,25,Moraceae,Thraupidae,Passeriformes,Ficus,3,14,Cyanerpes_cyaneus,Ficus_insipida
8,8,-19.7667,-40.0033,Ficus_sp,4.64,132,71.42857143,Thraupis,25,Moraceae,Thraupidae,Passeriformes,Ficus,1,32.49,Thraupis_palmarum,Ficus_insipida
8,8,-19.7667,-40.0033,Ficus_sp,4.64,132,75.83333333,Tangara,25,Moraceae,Thraupidae,Passeriformes,Ficus,36,20.5,Tangara_seledon,Ficus_insipida
8,8,-19.7667,-40.0033,Ficus_sp,4.64,132,91.11111111,Euphonia,23,Moraceae,Fringilllidae,Passeriformes,Ficus,92,15,Euphonia_chlorotica,Ficus_insipida
8,8,-19.7667,-40.0033,Guapira_opositta,2.46,187,0,Coereba,25,Nyctaginaceae,Thraupidae,Passeriformes,Guapira,61,10.01,Coereba_flaveola,Guarea_guidonia
8,8,-19.7667,-40.0033,Guapira_opositta,2.46,187,10,Tyrannus,16,Nyctaginaceae,Tyrannidae,Passeriformes,Guapira,5,37.4,Tyrannus_savana,Guarea_guidonia
8,8,-19.7667,-40.0033,Guapira_opositta,2.46,187,23.33333333,Hemithraupis,25,Nyctaginaceae,Thraupidae,Passeriformes,Guapira,3,12.8,Hemithraupis_ruficapilla,Guarea_guidonia
8,8,-19.7667,-40.0033,Guapira_opositta,2.46,187,24,Saltator,25,Nyctaginaceae,Thraupidae,Passeriformes,Guapira,14,47.6,Saltator_similis,Guarea_guidonia
8,8,-19.7667,-40.0033,Guapira_opositta,2.46,187,30,Pitangus,16,Nyctaginaceae,Tyrannidae,Passeriformes,Guapira,2,62.85,Pitangus_sulphuratus,Guarea_guidonia
8,8,-19.7667,-40.0033,Guapira_opositta,2.46,187,40,Cyanerpes,25,Nyctaginaceae,Thraupidae,Passeriformes,Guapira,22,14,Cyanerpes_cyaneus,Guarea_guidonia
8,8,-19.7667,-40.0033,Guapira_opositta,2.46,187,43.33333333,Cacicus,28,Nyctaginaceae,Icteridae,Passeriformes,Guapira,14,83.71,Cacicus_haemorrhous,Guarea_guidonia
8,8,-19.7667,-40.0033,Guapira_opositta,2.46,187,47.5,Elaenia,16,Nyctaginaceae,Tyrannidae,Passeriformes,Guapira,1,24.8,Elaenia_flavogaster,Guarea_guidonia
8,8,-19.7667,-40.0033,Guapira_opositta,2.46,187,53,Turdus,21,Nyctaginaceae,Turdidae,Passeriformes,Guapira,20,61.52,Turdus_subalaris,Guarea_guidonia
8,8,-19.7667,-40.0033,Guapira_opositta,2.46,187,56.66666667,Dacnis,25,Nyctaginaceae,Thraupidae,Passeriformes,Guapira,26,13,Dacnis_nigripes,Guarea_guidonia
8,8,-19.7667,-40.0033,Guapira_opositta,2.46,187,71.42857143,Thraupis,25,Nyctaginaceae,Thraupidae,Passeriformes,Guapira,10,32.49,Thraupis_palmarum,Guarea_guidonia
8,8,-19.7667,-40.0033,Guapira_opositta,2.46,187,75.83333333,Tangara,25,Nyctaginaceae,Thraupidae,Passeriformes,Guapira,1,20.5,Tangara_seledon,Guarea_guidonia
8,8,-19.7667,-40.0033,Guapira_opositta,2.46,187,86,Pipra,13,Nyctaginaceae,Pipridae,Passeriformes,Guapira,4,12,Pipra_rubrocapilla,Guarea_guidonia
8,8,-19.7667,-40.0033,Guapira_opositta,2.46,187,91.11111111,Euphonia,23,Nyctaginaceae,Fringilllidae,Passeriformes,Guapira,2,15,Euphonia_chlorotica,Guarea_guidonia
8,8,-19.7667,-40.0033,Guapira_opositta,2.46,187,100,Procnias,12,Nyctaginaceae,Cotingidae,Passeriformes,Guapira,2,172.04,Procnias_nudicollis,Guarea_guidonia
8,8,-19.7667,-40.0033,Lantana_pohliana,4.6,26,56.66666667,Dacnis,25,Rubiaceae,Thraupidae,Passeriformes,Lantana,13,13,Dacnis_nigripes,Lantana_camara
8,8,-19.7667,-40.0033,Lantana_pohliana,4.6,26,75.83333333,Tangara,25,Rubiaceae,Thraupidae,Passeriformes,Lantana,12,20.5,Tangara_seledon,Lantana_camara
8,8,-19.7667,-40.0033,Lantana_pohliana,4.6,26,91.11111111,Euphonia,23,Rubiaceae,Fringilllidae,Passeriformes,Lantana,1,15,Euphonia_chlorotica,Lantana_camara
8,8,-19.7667,-40.0033,Myrcia_fallax,7.14,96,0,Coereba,25,Myrtaceae,Thraupidae,Passeriformes,Myrcia,1,10.01,Coereba_flaveola,Myrcia_hartwegiana
8,8,-19.7667,-40.0033,Myrcia_fallax,7.14,96,24,Saltator,25,Myrtaceae,Thraupidae,Passeriformes,Myrcia,1,47.6,Saltator_similis,Myrcia_hartwegiana
8,8,-19.7667,-40.0033,Myrcia_fallax,7.14,96,40,Cyanerpes,25,Myrtaceae,Thraupidae,Passeriformes,Myrcia,56,14,Cyanerpes_cyaneus,Myrcia_hartwegiana
8,8,-19.7667,-40.0033,Myrcia_fallax,7.14,96,47.5,Elaenia,16,Myrtaceae,Tyrannidae,Passeriformes,Myrcia,10,18.95,Elaenia_flavogaster,Myrcia_hartwegiana
8,8,-19.7667,-40.0033,Myrcia_fallax,7.14,96,56.66666667,Dacnis,25,Myrtaceae,Thraupidae,Passeriformes,Myrcia,27,13,Dacnis_nigripes,Myrcia_hartwegiana
8,8,-19.7667,-40.0033,Myrcia_fallax,7.14,96,60,Dixiphia,13,Myrtaceae,Pipridae,Passeriformes,Myrcia,1,11.11,Pipra_pipra,Myrcia_hartwegiana
8,8,-19.7667,-40.0033,Myrsine_umbellata,9.93,277,0,Piaya,4,Primulaceae,Cuculidae,Cuculiformes,Myrsine,2,101.98,Piaya_cayana,Myrsine_guianensis
8,8,-19.7667,-40.0033,Myrsine_umbellata,9.93,277,10,Tyrannus,16,Primulaceae,Tyrannidae,Passeriformes,Myrsine,2,37.4,Tyrannus_savana,Myrsine_guianensis
8,8,-19.7667,-40.0033,Myrsine_umbellata,9.93,277,24,Saltator,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,14,47.6,Saltator_similis,Myrsine_guianensis
8,8,-19.7667,-40.0033,Myrsine_umbellata,9.93,277,26.66666667,Vireo,18,Primulaceae,Vireonidae,Passeriformes,Myrsine,2,16.06,Vireo_philadelphicus,Myrsine_guianensis
8,8,-19.7667,-40.0033,Myrsine_umbellata,9.93,277,27.5,Celeus,7,Primulaceae,Picidae,Piciformes,Myrsine,64,139,Celeus_grammicus,Myrsine_guianensis
8,8,-19.7667,-40.0033,Myrsine_umbellata,9.93,277,30,Pitangus,16,Primulaceae,Tyrannidae,Passeriformes,Myrsine,3,62.85,Pitangus_sulphuratus,Myrsine_guianensis
8,8,-19.7667,-40.0033,Myrsine_umbellata,9.93,277,38,Myiozetetes,16,Primulaceae,Tyrannidae,Passeriformes,Myrsine,15,28,Myiozetetes_similis,Myrsine_guianensis
8,8,-19.7667,-40.0033,Myrsine_umbellata,9.93,277,40,Cyanerpes,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,18,14,Cyanerpes_cyaneus,Myrsine_guianensis
8,8,-19.7667,-40.0033,Myrsine_umbellata,9.93,277,47.5,Elaenia,16,Primulaceae,Tyrannidae,Passeriformes,Myrsine,12,24.8,Elaenia_flavogaster,Myrsine_guianensis
8,8,-19.7667,-40.0033,Myrsine_umbellata,9.93,277,53,Turdus,21,Primulaceae,Turdidae,Passeriformes,Myrsine,55,64.04666667,Turdus_subalaris,Myrsine_guianensis
8,8,-19.7667,-40.0033,Myrsine_umbellata,9.93,277,56.66666667,Dacnis,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,48,13,Dacnis_nigripes,Myrsine_guianensis
8,8,-19.7667,-40.0033,Myrsine_umbellata,9.93,277,71.42857143,Thraupis,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,33,32.49,Thraupis_palmarum,Myrsine_guianensis
8,8,-19.7667,-40.0033,Myrsine_umbellata,9.93,277,75.83333333,Tangara,25,Primulaceae,Thraupidae,Passeriformes,Myrsine,8,19.25,Tangara_seledon,Myrsine_guianensis
8,8,-19.7667,-40.0033,Myrsine_umbellata,9.93,277,91.11111111,Euphonia,23,Primulaceae,Fringilllidae,Passeriformes,Myrsine,1,15,Euphonia_chlorotica,Myrsine_guianensis
8,8,-19.7667,-40.0033,Pera_glabrata,74.7,364,0,Coereba,25,Peraceae,Thraupidae,Passeriformes,Pera,12,10.01,Coereba_flaveola,Pera_glabrata
8,8,-19.7667,-40.0033,Pera_glabrata,74.7,364,23.33333333,Hemithraupis,25,Peraceae,Thraupidae,Passeriformes,Pera,1,12.8,Hemithraupis_ruficapilla,Pera_glabrata
8,8,-19.7667,-40.0033,Pera_glabrata,74.7,364,25,Coryphospingus,25,Peraceae,Thraupidae,Passeriformes,Pera,1,15,Coryphospingus_pileatus,Pera_glabrata
8,8,-19.7667,-40.0033,Pera_glabrata,74.7,364,30,Camptostoma,16,Peraceae,Tyrannidae,Passeriformes,Pera,7,8.1,Camptostoma_obsoletum,Pera_glabrata
8,8,-19.7667,-40.0033,Pera_glabrata,74.7,364,40,Cyanerpes,25,Peraceae,Thraupidae,Passeriformes,Pera,276,14,Cyanerpes_cyaneus,Pera_glabrata
8,8,-19.7667,-40.0033,Pera_glabrata,74.7,364,43.33333333,Cacicus,28,Peraceae,Icteridae,Passeriformes,Pera,2,83.71,Cacicus_haemorrhous,Pera_glabrata
8,8,-19.7667,-40.0033,Pera_glabrata,74.7,364,56.66666667,Dacnis,25,Peraceae,Thraupidae,Passeriformes,Pera,64,13,Dacnis_nigripes,Pera_glabrata
8,8,-19.7667,-40.0033,Pera_glabrata,74.7,364,60,Dixiphia,13,Peraceae,Pipridae,Passeriformes,Pera,1,11.11,Pipra_pipra,Pera_glabrata
8,8,-19.7667,-40.0033,Phoradendron_piperoides,2.75,3,91.11111111,Euphonia,23,Santalaceae,Fringilllidae,Passeriformes,Phoradendron,3,13,Euphonia_chlorotica,Phoradendron_piperoides
8,8,-19.7667,-40.0033,Protium_heptaphyllum,3,234,0,Coereba,25,Burseraceae,Thraupidae,Passeriformes,Protium,1,10.01,Coereba_flaveola,Protium_heptaphyllum
8,8,-19.7667,-40.0033,Protium_heptaphyllum,3,234,24,Saltator,25,Burseraceae,Thraupidae,Passeriformes,Protium,7,47.6,Saltator_similis,Protium_heptaphyllum
8,8,-19.7667,-40.0033,Protium_heptaphyllum,3,234,40,Cyanerpes,25,Burseraceae,Thraupidae,Passeriformes,Protium,8,14,Cyanerpes_cyaneus,Protium_heptaphyllum
8,8,-19.7667,-40.0033,Protium_heptaphyllum,3,234,43.33333333,Cacicus,28,Burseraceae,Icteridae,Passeriformes,Protium,69,83.71,Cacicus_haemorrhous,Protium_heptaphyllum
8,8,-19.7667,-40.0033,Protium_heptaphyllum,3,234,53,Turdus,21,Burseraceae,Turdidae,Passeriformes,Protium,26,66.96,Turdus_subalaris,Protium_heptaphyllum
8,8,-19.7667,-40.0033,Protium_heptaphyllum,3,234,60,Dixiphia,13,Burseraceae,Pipridae,Passeriformes,Protium,1,11.11,Pipra_pipra,Protium_heptaphyllum
8,8,-19.7667,-40.0033,Protium_heptaphyllum,3,234,71.42857143,Thraupis,25,Burseraceae,Thraupidae,Passeriformes,Protium,58,35.745,Thraupis_palmarum,Protium_heptaphyllum
8,8,-19.7667,-40.0033,Protium_heptaphyllum,3,234,75.83333333,Tangara,25,Burseraceae,Thraupidae,Passeriformes,Protium,12,19.25,Tangara_seledon,Protium_heptaphyllum
8,8,-19.7667,-40.0033,Protium_heptaphyllum,3,234,91.11111111,Euphonia,23,Burseraceae,Fringilllidae,Passeriformes,Protium,35,13,Euphonia_chlorotica,Protium_heptaphyllum
8,8,-19.7667,-40.0033,Protium_heptaphyllum,3,234,100,Procnias,12,Burseraceae,Cotingidae,Passeriformes,Protium,17,172.04,Procnias_nudicollis,Protium_heptaphyllum
8,8,-19.7667,-40.0033,Psychotria_sp,2.75,19,40,Cyanerpes,25,Rubiaceae,Thraupidae,Passeriformes,Psychotria,3,14,Cyanerpes_cyaneus,Psychotria_lupulina
8,8,-19.7667,-40.0033,Psychotria_sp,2.75,19,60,Dixiphia,13,Rubiaceae,Pipridae,Passeriformes,Psychotria,4,11.11,Pipra_pipra,Psychotria_lupulina
8,8,-19.7667,-40.0033,Psychotria_sp,2.75,19,86,Pipra,13,Rubiaceae,Pipridae,Passeriformes,Psychotria,7,12,Pipra_rubrocapilla,Psychotria_lupulina
8,8,-19.7667,-40.0033,Psychotria_sp,2.75,19,90,Manacus,13,Rubiaceae,Pipridae,Passeriformes,Psychotria,5,16.7,Manacus_manacus,Psychotria_lupulina
8,8,-19.7667,-40.0033,Schinus_terebinthifolius,5.57,32,43.33333333,Cacicus,28,Anacardiaceae,Icteridae,Passeriformes,Schinus,3,83.71,Cacicus_haemorrhous,Schinus_terebinthifolia
8,8,-19.7667,-40.0033,Schinus_terebinthifolius,5.57,32,56.66666667,Dacnis,25,Anacardiaceae,Thraupidae,Passeriformes,Schinus,4,13,Dacnis_nigripes,Schinus_terebinthifolia
8,8,-19.7667,-40.0033,Schinus_terebinthifolius,5.57,32,75.83333333,Tangara,25,Anacardiaceae,Thraupidae,Passeriformes,Schinus,24,20.5,Tangara_seledon,Schinus_terebinthifolia
8,8,-19.7667,-40.0033,Schinus_terebinthifolius,5.57,32,91.11111111,Euphonia,23,Anacardiaceae,Fringilllidae,Passeriformes,Schinus,1,15,Euphonia_chlorotica,Schinus_terebinthifolia
8,8,-19.7667,-40.0033,Sorocea_ilicifolia,5,70,10,Megarhynchus,16,Moraceae,Tyrannidae,Passeriformes,Sorocea,8,69.91,Megarynchus_pitangua,Sorocea_bonplandii
8,8,-19.7667,-40.0033,Sorocea_ilicifolia,5,70,30,Pitangus,16,Moraceae,Tyrannidae,Passeriformes,Sorocea,9,62.85,Pitangus_sulphuratus,Sorocea_bonplandii
8,8,-19.7667,-40.0033,Sorocea_ilicifolia,5,70,43.33333333,Cacicus,28,Moraceae,Icteridae,Passeriformes,Sorocea,9,83.71,Cacicus_haemorrhous,Sorocea_bonplandii
8,8,-19.7667,-40.0033,Sorocea_ilicifolia,5,70,53,Turdus,21,Moraceae,Turdidae,Passeriformes,Sorocea,26,66.24666667,Turdus_subalaris,Sorocea_bonplandii
8,8,-19.7667,-40.0033,Sorocea_ilicifolia,5,70,71.42857143,Thraupis,25,Moraceae,Thraupidae,Passeriformes,Sorocea,4,32.49,Thraupis_palmarum,Sorocea_bonplandii
8,8,-19.7667,-40.0033,Sorocea_ilicifolia,5,70,75.83333333,Tangara,25,Moraceae,Thraupidae,Passeriformes,Sorocea,4,20.5,Tangara_seledon,Sorocea_bonplandii
8,8,-19.7667,-40.0033,Sorocea_ilicifolia,5,70,91.11111111,Euphonia,23,Moraceae,Fringilllidae,Passeriformes,Sorocea,7,15,Euphonia_chlorotica,Sorocea_bonplandii
8,8,-19.7667,-40.0033,Sorocea_ilicifolia,5,70,100,Procnias,12,Moraceae,Cotingidae,Passeriformes,Sorocea,3,172.04,Procnias_nudicollis,Sorocea_bonplandii
8,8,-19.7667,-40.0033,Struthanthus_sp,51.9,25,23.33333333,Hemithraupis,25,Loranthaceae,Thraupidae,Passeriformes,Struthanthus,2,12.8,Hemithraupis_ruficapilla,Struthanthus_calobotrys
8,8,-19.7667,-40.0033,Struthanthus_sp,51.9,25,26.66666667,Vireo,18,Loranthaceae,Vireonidae,Passeriformes,Struthanthus,1,16.06,Vireo_philadelphicus,Struthanthus_calobotrys
8,8,-19.7667,-40.0033,Struthanthus_sp,51.9,25,56.66666667,Dacnis,25,Loranthaceae,Thraupidae,Passeriformes,Struthanthus,7,13,Dacnis_nigripes,Struthanthus_calobotrys
8,8,-19.7667,-40.0033,Struthanthus_sp,51.9,25,75.83333333,Tangara,25,Loranthaceae,Thraupidae,Passeriformes,Struthanthus,15,20.5,Tangara_seledon,Struthanthus_calobotrys
