"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70"
0,0.642771614899459,0.36065131155608,0.669649198436085,0.339934555409337,0.329369391956646,0.947037900300622,0.873120282063028,0.896205597420499,0.928618406916876,0.911651060861743,6.4442047640275,2.57086478652709,4.48902867309451,1.05815090368901,0.891071127607413,0.944685211871519,1.40537425374607,1.442828274665,1.02210398233417,0.560597088924375,1.56853281825206,5.03523439569441,5.07936016638508,0.788730226704334,0.615332134675332,0.755652996239661,0.692869720041082,0.753257095110948,0.834102913039602,0.94012848081208,4.93572543177054,5.11646258274323,0.85550408255101,0.920957202023261,0.837791002268094,1.64039625531865,0.765399631265464,0.769967692788699,0.717718399214059,0.913302413933806,0.890739861729277,0.898748789482409,0.939793416637712,0.810246552020798,0.970663389673795,0.671568337054701,1.22199408139621,0.728154279393452,0.867229499839792,1.08493075257306,1.80389573550343,1.63045758061621,0.331708233264761,0.716045310619395,0.865816363814575,0.638335152309193,0.786932509827294,1.66988648145945,1.22195805373436,0.720523445972064,1.22543557139892,0.794036471329113,0.701102664986812,0.776915868286735,0.781110526513134,0.595544988678726,0.839950868311915,0.8130654233679,0.410899230786732
0.642771614899459,0,0.287529702279383,0.0310680842683382,0.306072932592508,0.315367779398956,0.599093543040136,0.406624701126175,0.254653694821501,0.287602528310902,0.268938534398216,6.81943733333346,2.71747131749138,4.88873388655082,0.445329506531099,0.522176572640344,0.86229605629657,0.790205452917696,0.850019322615431,0.379412564987836,1.07744893153546,2.12531061036348,5.40478571369976,5.4481936063722,0.188235928677777,0.483835504681768,0.123922336584311,0.0522266962684799,0.117370496413772,0.420577353621005,0.910646193239852,5.31379447779813,5.48536442158816,0.242600721881819,0.936581497445225,0.233740247389306,1.05593077668394,0.127307909901966,0.153537051578273,0.125021247934137,0.562731670033852,0.528246970182554,0.364974255487602,0.552093013261871,0.486109915479325,0.59845056319465,0.0321195213153882,0.583577473299251,0.095095701896156,1.08556175812955,1.41443846753564,1.18413375749234,1.00337398360405,0.3139333183224,0.0912809083099315,0.698402843912653,0.212000805860428,1.20339887338103,2.07291781210822,0.583729514209924,0.0910384712341104,0.587171348726915,0.355892457587632,0.0584634817988424,0.166933567161813,0.224681912767069,0.541326449327128,0.20459286190249,0.199260392480504,0.314350837490883
0.36065131155608,0.287529702279383,0,0.31645963157266,0.0219106882480961,0.0340416186869126,0.739081608597355,0.600946637581332,0.542125024349836,0.569586894065872,0.555466688172084,6.61664491912737,2.59507318020119,4.67409786305566,0.699244653460832,0.668032164114193,0.882846524479889,1.04731003000627,1.0903101459081,0.665781739798813,0.805530683049226,1.85242812994892,5.20240129513468,5.24615037886413,0.45367592029287,0.484034103702248,0.395606467278986,0.339241519507287,0.402723366708678,0.583738444147977,0.908781777021342,5.10800994308905,5.28335020945891,0.517413152518187,0.914961782267693,0.503112287719435,1.29124596146051,0.406254296739143,0.4279762644463,0.381167526581063,0.701449416276548,0.670930036503722,0.597357462095269,0.645180178169344,0.602226462183395,0.751811787589486,0.318134904756183,0.861653029561212,0.378454460413579,0.904478031603949,1.27395480730145,1.44555979249606,1.27058445553832,0.0300741642444364,0.368999844815971,0.668336032698314,0.350074480138678,1.02034536576198,1.91054116847863,0.8615870495282,0.371990167562377,0.865067557310626,0.527782659059999,0.345857697404219,0.437681083274243,0.462729737305659,0.509034583489678,0.490505445131415,0.47349254219197,0.208389967124812
0.669649198436085,0.0310680842683382,0.31645963157266,0,0.334542730471592,0.343515110594216,0.579523061055018,0.382821412486654,0.226665140686989,0.263961216233312,0.242339668801134,6.84821819857731,2.7414381373225,4.91823475960616,0.429754242816695,0.502708041715732,0.853662347937179,0.772079507625686,0.835277580718206,0.352647889603515,1.10834259325528,2.15624595423434,5.43361013187141,5.47699654115906,0.158174983308699,0.481974757506829,0.110300485627266,0.0232472228076349,0.08686519605555,0.40040170877968,0.904116815088725,5.34281123660647,5.51416369278225,0.211573792480526,0.93202167472809,0.203021557452806,1.04159260766125,0.108909980378057,0.122752398455007,0.098263689947253,0.543644094800415,0.509075018560231,0.337149829581432,0.562084532391291,0.470617845416661,0.577417516430111,0.00237922894283148,0.560295487896517,0.0640852867407552,1.1143559615459,1.42116940497118,1.16431985959837,0.982436526334549,0.342294008167823,0.0606892372415753,0.718920665290607,0.20341863866704,1.21562698278305,2.0812399531777,0.560522959795447,0.0600188828803198,0.563942698045101,0.335781091192619,0.0337576954289467,0.136437695903642,0.197994857855474,0.54193373319737,0.174469115403882,0.168322383051165,0.329757315571266
0.339934555409337,0.306072932592508,0.0219106882480961,0.334542730471592,0,0.0122592937132005,0.741717300581753,0.608905260644001,0.560719718398028,0.589460296256632,0.574545295561164,6.61248816490644,2.59926805853162,4.66882972873295,0.720729133596758,0.671611114657793,0.875634053682039,1.06886260522988,1.11215760105094,0.68494665250891,0.79328061772897,1.83932560762179,5.19842028357791,5.24220103484271,0.468781047139234,0.478441668616115,0.415861600892601,0.357478095254183,0.420401559022213,0.589385328563474,0.899856501723449,5.10367271006232,5.27939989165276,0.533164418629799,0.904627486804893,0.518308437520622,1.31314266122745,0.426116250739826,0.444130026240489,0.396241441022882,0.704227622599447,0.67423788450937,0.608521287436264,0.665077545955021,0.60406041628709,0.755440099963237,0.336280658593759,0.882108912301727,0.395910867431081,0.9051280873262,1.25560199937808,1.46706050908402,1.29183947065892,0.00829827272518055,0.385903764041292,0.682480865625199,0.357956185438995,1.00022014780702,1.89081462863754,0.882061823133982,0.389195254864104,0.885540484426428,0.534691465848783,0.364505783464686,0.453401979773148,0.475458495286155,0.500601296473432,0.508118882583924,0.489368975309549,0.201879374083193
0.329369391956646,0.315367779398956,0.0340416186869126,0.343515110594216,0.0122592937132005,0,0.741259219179286,0.611550655334638,0.569931603367291,0.599566381016872,0.584087097427259,6.61238380410026,2.60380855306282,4.66810561333609,0.732148613320581,0.671714506600964,0.869773996009263,1.08034458541955,1.12402149273549,0.69452914186068,0.788573996289491,1.83396389687077,5.19842741470199,5.24222576871892,0.47577962508132,0.473610515479859,0.426286154284601,0.366534069440759,0.429056083082678,0.590708341141401,0.893100565828407,5.10347770373929,5.27942372016293,0.540533684297694,0.89714953228818,0.52533697334049,1.32511904305269,0.436250350990984,0.451797574602459,0.403271766714778,0.703864765250878,0.674186852599277,0.613053243241123,0.676979220618872,0.603216873702075,0.755536920619117,0.345292369164052,0.892628439794192,0.404436007676316,0.907911356483907,1.24432807839136,1.47848290776864,1.30302279498659,0.00558292352803205,0.394082676984937,0.692086760330578,0.360780608057266,0.988287543104201,1.87900867705561,0.89259625488482,0.39756356243458,0.89607326056987,0.536774234637594,0.37382899464291,0.46079270051267,0.481003791679749,0.494242391616237,0.516692242856172,0.49683742334254,0.197071664221876
0.947037900300622,0.599093543040136,0.739081608597355,0.579523061055018,0.741717300581753,0.741259219179286,0,0.215309686011777,0.582479706202018,0.656158708077274,0.608608566997558,7.3531638659832,3.30887216114271,5.40686159450861,0.849284646583837,0.0769194766912639,0.389424052110559,1.09435207891331,1.19877585170696,0.645364206937755,1.49672774156803,2.5144894529305,5.939429992449,5.98325376577229,0.461303953003871,0.342827026040812,0.646505102088935,0.577701053182511,0.548262912682118,0.179304320310907,0.465337977811535,5.84408593765503,6.02044996490222,0.468598160283065,0.52134571748026,0.452373782806819,1.39145229632631,0.628729465113193,0.497631291850441,0.486558511296384,0.0378603636919085,0.0712426404672688,0.306714933443697,1.12813284018847,0.139449765822389,0.0365886262015485,0.580638726047419,0.83750343470122,0.546653384541061,1.64043695473556,1.14679157270953,1.4119402465131,1.22658068723571,0.744580039460163,0.534299183326749,1.29749477607764,0.406547969483045,1.06895815458399,1.79859071840661,0.839107512523929,0.541358168335985,0.841123210186771,0.243770708591672,0.588247714407201,0.48289896626194,0.397741380283399,0.390443975853238,0.537417570202804,0.479235097793931,0.559799532269114
0.873120282063028,0.406624701126175,0.600946637581332,0.382821412486654,0.608905260644001,0.611550655334638,0.215309686011777,0,0.367736068701756,0.441812503255235,0.394184075141678,7.21002367654265,3.12402415750561,5.27173597085135,0.637070001326089,0.146848690771358,0.573903235545537,0.900473697831874,0.999412696516391,0.439183738758802,1.39572050398097,2.43408094244782,5.79531308566202,5.83891228817822,0.249463068340239,0.356055429677531,0.437080621067928,0.376950990929883,0.339361143782193,0.0685362001145455,0.642985419683584,5.70242344960099,5.87610703429346,0.253318770201258,0.690303941386552,0.237190507249048,1.19704992956629,0.418337193927266,0.287414723535542,0.28542891746757,0.186578620671732,0.155432804493325,0.0981361407289701,0.917278736525534,0.173075403671161,0.202993955082024,0.383531080490214,0.644184198910951,0.341168610628199,1.48034736146835,1.28366127391903,1.24020639908412,1.05227302571782,0.613630973195602,0.331117480182505,1.1002401560177,0.250977912799386,1.15803181493209,1.94608324527851,0.645600820600883,0.337199146790006,0.647965437904404,0.0791416607882637,0.385886057167791,0.272084334509004,0.189206364081691,0.424967392724619,0.322275486641177,0.265110352440347,0.462713139574681
0.896205597420499,0.254653694821501,0.542125024349836,0.226665140686989,0.560719718398028,0.569931603367291,0.582479706202018,0.367736068701756,0,0.0747080303404607,0.0276787364504781,6.99673127224001,2.83824739210725,5.07883802206984,0.274061981963976,0.513992105990613,0.928364673845596,0.581354202296074,0.663047186270027,0.127831647672133,1.32195467020072,2.36770871314184,5.58355295465822,5.62660019911357,0.155771862701627,0.615339099241902,0.165449732108939,0.20351047108872,0.144313116310475,0.419053828616437,0.991390350165123,5.49563724693376,5.66369031197267,0.116308089571683,1.03120187606407,0.136799023728204,0.868081956968585,0.147191364569997,0.146461417765412,0.200723476149373,0.554251952453289,0.522380124306213,0.277904310619892,0.579317508064709,0.519026415687638,0.566438777422492,0.224803974271783,0.346545703094863,0.169606987777968,1.27411284700282,1.57764878989828,0.96081002935453,0.774898618215797,0.568562801843629,0.184118769013104,0.8072987316617,0.342632628962718,1.39946841625472,2.24259077967019,0.347127989917827,0.178147648287328,0.350381243650796,0.367575477024653,0.196268012491105,0.149386660132186,0.215035544622721,0.684347396600728,0.0667668964328718,0.125597585227517,0.537477898706109
0.928618406916876,0.287602528310902,0.569586894065872,0.263961216233312,0.589460296256632,0.599566381016872,0.656158708077274,0.441812503255235,0.0747080303404607,0,0.0476409199211822,6.96345573288255,2.7900606842523,5.05108761279974,0.199895043480281,0.588288671206965,1.00291265440175,0.517735738380449,0.594117358679451,0.105696460291594,1.32950286204855,2.3713356098311,5.55124211084136,5.59414175673567,0.226169418678519,0.684703528529939,0.175064054938122,0.24112966457214,0.193533925189298,0.49373904374835,1.06561822996655,5.46450316812097,5.63118938168753,0.191015049980087,1.10492138762283,0.211269421126337,0.800023754100386,0.163346695563422,0.210201367444103,0.260894007479678,0.628387167660923,0.596714306960667,0.350528790977799,0.522225496579599,0.593652220386453,0.63934849904355,0.261774965452009,0.296334894867309,0.217358487607975,1.25121644401578,1.64586456440543,0.903972144764723,0.72025283242916,0.597570171300794,0.234417693377023,0.764235586752864,0.407303379682719,1.46134690550432,2.31033507812674,0.2965628911631,0.226892817092365,0.299981702684693,0.442117571055895,0.230643278144537,0.216223163792664,0.287910965406234,0.752875343042295,0.134956216966489,0.197193146712373,0.588489665501713
