"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155"
1,0.379463402868286,0.681736054247206,0.251719559272323,0.379463402872218,0.379463402868145,0.379463402867662,0.251719559272312,0.681736054246987,0.379463402867493,0.251719559271683,0.681736054246084,0.727420468494992,0.727420468496214,0.681736054255184,0.379463402866634,0.251719559272285,0.961557753487019,0.37946340278947,0.379463402866648,0.379463402866234,0.681736054246673,0.379463402866167,0.251719559272309,0.681736054245898,0.212414361110294,0.212414361110526,0.379463402789381,0.681736054246909,0.681736054246663,0.379463402789476,0.727420468494962,0.510521235492427,0.238442946264051,0,0.379463402789436,0.379463402868364,0.379463402867727,0.37946340286706,0.379463402789553,0.379463402872302,0.251719559272382,0.681736054239292,0.681736054255349,0.681736054255349,0.379463402789467,0.251719559271546,0.37946340286745,0.379463402867937,0.379463402868226,0.681736054246513,0.238442946264255,0.727420468495219,0.379463402868312,0.379463402789268,0.681736054246705,0.379463402866631,0.379463402867492,0.379463402868265,0.916187098785826,0.681736054246905,0.379463402789501,0.68173605424679,0.681736054248503,0.88267509048579,0.681736054247996,0.212414361109946,0.727420468495271,0.88267509048598,0.681736054256891,0.882675090486099,0.681736054254815,0.251719559272316,0.379463402867286,0.681736054245864,0.3794634028683,0.251719559272255,0.681736054254991,0.681736054254999,0.681736054239146,0.681736054245033,0.681736054255437,0.379463402789765,0.846483576067384,0.379463402866771,0.681736054247667,0.379463402866351,0.0749321306219975,0.37946340286617,0.681736054247088,0.68173605424671,0.379463402872327,0.379463402867812,0.212414361110267,0.0749321306219232,0.510521235492383,0.681736054246116,0.727420468495223,0.510521235492665,0.681736054246998,0.681736054246727,0.238442946262731,0.251719559272429,0.251719559272081,0.0749321306219414,0.882675090486048,0.882675090486131,0.379463402866174,0.379463402868255,0.681736054254796,0.379463402789567,0.72742046849532,0.379463402867976,0.379463402868228,0.251719559271522,0.727420468494928,0.251719559271589,0.379463402789562,0.681736054255071,0.379463402839891,0.379463402839648,0.681736054246783,0.681736054246224,0.37946340286623,0.251719559271544,0.68173605424672,0.379463402789542,0.681736054254999,0.379463402789583,0.379463402866921,0.681736054246661,0.510521235492599,0.379463402789579,0.379463402866412,0.379463402789423,0.510521235495187,0.379463402789526,0.379463402866391,0.379463402867502,0.727420468495573,0.681736054246169,0.681736054246585,0.37946340278947,0.251719559272153,0.379463402866853,0.846483576067393,0.681736054254818,0.681736054255177,0.251719559272456,0.379463402872357,0.379463402867544,0.379463402789258,0.681736054246763,0.21241436111026,0.379463402868331
0.379463402868286,1,0.379463402869357,0.251719559273528,0.82365933305243,0.860678057275235,0.534476463894765,0.251719559273516,0.379463402869235,0.597464674471973,0.251719559272887,0.379463402868732,0.379463402867899,0.379463402868536,0.379463402873797,0.597464674470621,0.25171955927349,0.379463402868285,0.798447003373045,0.79844700353544,0.798447003534569,0.37946340286906,0.798447003534427,0.251719559273513,0.379463402868629,0.212414361111311,0.212414361111542,0.798447003372859,0.379463402869192,0.379463402869055,0.798447003373059,0.379463402867883,0.379463402868853,0.238442946265192,0,0.798447003372975,0.798447003539051,0.534476463894856,0.534476463893916,0.798447003373221,0.823659333052612,0.251719559273587,0.379463402864952,0.379463402873889,0.379463402873889,0.798447003373039,0.25171955927275,0.749558521932931,0.823659333043138,0.860678057275417,0.379463402868971,0.238442946265396,0.379463402868017,0.798447003538941,0.79844700337262,0.379463402869078,0.597464674470615,0.534476463894525,0.860678057275506,0.379463402867895,0.379463402869189,0.798447003373111,0.379463402869125,0.379463402870079,0.379463402868523,0.379463402869796,0.212414361110963,0.379463402868044,0.379463402868604,0.379463402874748,0.379463402868655,0.379463402873592,0.251719559273521,0.597464674471647,0.37946340286861,0.860678057275586,0.251719559273459,0.37946340287369,0.379463402873694,0.379463402864871,0.379463402868147,0.379463402873938,0.798447003373667,0.379463402868618,0.798447003535699,0.379463402869613,0.798447003534815,0.0749321306223561,0.798447003534434,0.379463402869291,0.379463402869081,0.823659333052667,0.707798421599809,0.212414361111283,0.0749321306222818,0.37946340286882,0.37946340286875,0.379463402868019,0.37946340286903,0.379463402869241,0.37946340286909,0.238442946263872,0.251719559273633,0.251719559273286,0.0749321306222999,0.379463402868633,0.379463402868669,0.798447003534442,0.798447003538822,0.379463402873581,0.798447003373251,0.37946340286807,0.860678057274851,0.860678057275422,0.251719559272727,0.379463402867866,0.251719559272793,0.79844700337324,0.379463402873735,0.798447003479139,0.798447003478628,0.379463402869121,0.37946340286881,0.798447003534561,0.251719559272748,0.379463402869086,0.798447003373197,0.379463402873694,0.798447003373284,0.798447003536014,0.379463402869053,0.379463402868981,0.798447003373276,0.798447003534943,0.798447003372948,0.379463402870904,0.798447003373164,0.7984470035349,0.597464674471987,0.379463402868202,0.379463402868779,0.379463402869011,0.798447003373046,0.251719559273357,0.597464674470966,0.379463402868621,0.379463402873594,0.379463402873794,0.25171955927366,0.823659333052732,0.534476463894598,0.7984470033726,0.37946340286911,0.212414361111277,0.89373857841995
0.681736054247206,0.379463402869357,1,0.251719559273034,0.379463402873289,0.379463402869217,0.379463402868733,0.251719559273023,0.719823434613279,0.379463402868564,0.251719559272393,0.719823434612326,0.681736054246511,0.681736054247656,0.861659698541241,0.379463402867706,0.251719559272996,0.681736054247204,0.379463402790541,0.379463402867719,0.379463402867305,0.719823434612947,0.379463402867238,0.251719559273019,0.71982343461213,0.212414361110894,0.212414361111125,0.379463402790452,0.719823434613197,0.719823434612937,0.379463402790548,0.681736054246483,0.510521235493869,0.238442946264724,0,0.379463402790507,0.379463402869435,0.379463402868798,0.379463402868131,0.379463402790625,0.379463402873373,0.251719559273093,0.719823434605154,0.861659698541451,0.861659698541451,0.379463402790538,0.251719559272257,0.379463402868521,0.379463402869008,0.379463402869297,0.719823434612778,0.238442946264928,0.681736054246723,0.379463402869383,0.379463402790339,0.719823434612982,0.379463402867702,0.379463402868563,0.379463402869336,0.681736054246505,0.719823434613192,0.379463402790572,0.719823434613071,0.861659698532797,0.681736054247632,0.719823434614344,0.212414361110546,0.681736054246773,0.681736054247779,0.8616596985434,0.68173605424787,0.861659698540776,0.251719559273027,0.379463402868357,0.719823434612093,0.379463402869372,0.251719559272966,0.861659698540998,0.861659698541008,0.719823434605001,0.719823434611216,0.861659698541561,0.379463402790836,0.681736054247802,0.379463402867842,0.719823434613997,0.379463402867422,0.0749321306222091,0.379463402867241,0.693580903856525,0.69358090385614,0.379463402873398,0.379463402868883,0.212414361110867,0.0749321306221347,0.510521235493824,0.71982343461236,0.681736054246728,0.510521235494107,0.719823434613291,0.719823434613004,0.238442946263404,0.251719559273139,0.251719559272792,0.0749321306221529,0.681736054247831,0.681736054247895,0.379463402867245,0.379463402869326,0.861659698540751,0.379463402790638,0.681736054246818,0.379463402869047,0.379463402869299,0.251719559272233,0.681736054246451,0.251719559272299,0.379463402790633,0.861659698541099,0.379463402840962,0.379463402840719,0.719823434613064,0.693580903855646,0.379463402867301,0.251719559272254,0.719823434612998,0.379463402790613,0.861659698541008,0.379463402790654,0.379463402867992,0.719823434612935,0.51052123549404,0.37946340279065,0.379463402867483,0.379463402790495,0.510521235496628,0.379463402790597,0.379463402867463,0.379463402868573,0.681736054247056,0.69358090385559,0.719823434612855,0.379463402790541,0.251719559272863,0.379463402867925,0.681736054247809,0.86165969854078,0.861659698541233,0.251719559273166,0.379463402873428,0.379463402868615,0.379463402790329,0.719823434613043,0.21241436111086,0.379463402869402
0.251719559272323,0.251719559273528,0.251719559273034,1,0.251719559276136,0.251719559273435,0.251719559273114,0.375608300593283,0.251719559272953,0.251719559273002,0.375608300592343,0.25171955927262,0.251719559272067,0.251719559272489,0.251719559275979,0.251719559272432,0.375608300593243,0.251719559272323,0.251719559221245,0.251719559272441,0.251719559272167,0.251719559272837,0.251719559272122,0.375608300593278,0.251719559272551,0.212414361111982,0.212414361112213,0.251719559221186,0.251719559272924,0.251719559272833,0.251719559221249,0.251719559272056,0.2517195592727,0.238442946265945,0,0.251719559221222,0.25171955927358,0.251719559273157,0.251719559272715,0.2517195592213,0.251719559276192,0.375608300593388,0.251719559270112,0.251719559276041,0.251719559276041,0.251719559221243,0.652223775637048,0.251719559272973,0.251719559273296,0.251719559273488,0.251719559272778,0.238442946266149,0.251719559272145,0.251719559273545,0.251719559221111,0.251719559272849,0.25171955927243,0.251719559273001,0.251719559273514,0.251719559272064,0.251719559272922,0.251719559221265,0.25171955927288,0.251719559273513,0.251719559272481,0.251719559273325,0.212414361111634,0.251719559272163,0.251719559272535,0.25171955927661,0.251719559272568,0.251719559275843,0.375608300593289,0.251719559272865,0.251719559272538,0.251719559273538,0.926671623061457,0.251719559275908,0.251719559275911,0.251719559270058,0.251719559272231,0.251719559276073,0.25171955922144,0.251719559272543,0.251719559272523,0.251719559273204,0.251719559272244,0.0749321306225928,0.251719559272124,0.25171955927299,0.251719559272851,0.251719559276209,0.251719559273213,0.212414361111954,0.0749321306225185,0.251719559272678,0.251719559272632,0.251719559272147,0.251719559272817,0.251719559272957,0.251719559272857,0.238442946264625,0.375608300593457,0.375608300592938,0.0749321306225366,0.251719559272554,0.251719559272578,0.251719559272127,0.251719559273508,0.251719559275836,0.251719559221309,0.25171955927218,0.251719559273322,0.251719559273489,0.375608300592104,0.251719559272045,0.375608300592203,0.251719559221306,0.251719559275938,0.251719559254692,0.251719559254531,0.251719559272878,0.251719559272671,0.251719559272164,0.375608300592137,0.251719559272854,0.251719559221292,0.251719559275911,0.25171955922132,0.251719559272623,0.251719559272832,0.251719559272784,0.251719559221317,0.251719559272285,0.251719559221214,0.25171955927406,0.251719559221282,0.251719559272271,0.251719559273008,0.251719559272268,0.251719559272651,0.251719559272805,0.251719559221245,0.326080854033942,0.251719559272578,0.251719559272546,0.251719559275845,0.251719559275977,0.375608300593497,0.251719559276228,0.251719559273036,0.251719559221104,0.25171955927287,0.212414361111948,0.251719559273558
0.379463402872218,0.82365933305243,0.379463402873289,0.251719559276136,1,0.823659333052125,0.534476463900303,0.251719559276125,0.379463402873167,0.597464674478164,0.251719559275495,0.379463402872664,0.379463402871831,0.379463402872468,0.379463402877729,0.597464674476812,0.251719559276098,0.379463402872217,0.798447003381319,0.798447003543713,0.798447003542843,0.379463402872992,0.798447003542701,0.251719559276121,0.379463402872561,0.212414361113512,0.212414361113743,0.798447003381133,0.379463402873124,0.379463402872987,0.798447003381333,0.379463402871815,0.379463402872785,0.238442946267662,0,0.798447003381248,0.798447003547324,0.534476463900394,0.534476463899455,0.798447003381495,0.918746974972672,0.251719559276195,0.379463402868884,0.379463402877821,0.379463402877821,0.798447003381312,0.251719559275359,0.749558521940698,0.914730410714557,0.8236593330523,0.379463402872903,0.238442946267866,0.379463402871949,0.798447003547215,0.798447003380894,0.37946340287301,0.597464674476806,0.534476463900063,0.823659333052385,0.379463402871827,0.379463402873121,0.798447003381384,0.379463402873057,0.379463402874011,0.379463402872455,0.379463402873728,0.212414361113164,0.379463402871976,0.379463402872536,0.37946340287868,0.379463402872587,0.379463402877524,0.251719559276129,0.597464674477838,0.379463402872542,0.823659333052462,0.251719559276068,0.379463402877622,0.379463402877626,0.379463402868803,0.379463402872079,0.37946340287787,0.79844700338194,0.37946340287255,0.798447003543972,0.379463402873545,0.798447003543088,0.0749321306231325,0.798447003542707,0.379463402873223,0.379463402873013,0.918746974972734,0.707798421607143,0.212414361113484,0.0749321306230582,0.379463402872752,0.379463402872682,0.379463402871951,0.379463402872962,0.379463402873173,0.379463402873022,0.238442946266343,0.251719559276242,0.251719559275894,0.0749321306230764,0.379463402872565,0.379463402872601,0.798447003542715,0.798447003547095,0.379463402877513,0.798447003381524,0.379463402872002,0.823659333051758,0.823659333052304,0.251719559275335,0.379463402871798,0.251719559275402,0.798447003381513,0.379463402877667,0.798447003487412,0.798447003486902,0.379463402873053,0.379463402872742,0.798447003542834,0.251719559275357,0.379463402873018,0.79844700338147,0.379463402877626,0.798447003381557,0.798447003544288,0.379463402872985,0.379463402872913,0.798447003381549,0.798447003543217,0.798447003381222,0.379463402874836,0.798447003381438,0.798447003543173,0.597464674478178,0.379463402872134,0.379463402872711,0.379463402872943,0.798447003381319,0.251719559275966,0.597464674477157,0.379463402872553,0.379463402877526,0.379463402877726,0.251719559276268,0.914730410725212,0.534476463900136,0.798447003380874,0.379463402873042,0.212414361113478,0.823659333052528
0.379463402868145,0.860678057275234,0.379463402869217,0.251719559273435,0.823659333052125,1,0.534476463894567,0.251719559273423,0.379463402869094,0.597464674471752,0.251719559272794,0.379463402868592,0.379463402867759,0.379463402868396,0.379463402873657,0.597464674470401,0.251719559273397,0.379463402868144,0.79844700337275,0.798447003535145,0.798447003534274,0.37946340286892,0.798447003534132,0.25171955927342,0.379463402868489,0.212414361111232,0.212414361111464,0.798447003372564,0.379463402869051,0.379463402868914,0.798447003372764,0.379463402867743,0.379463402868713,0.238442946265104,0,0.798447003372679,0.798447003538756,0.534476463894659,0.534476463893719,0.798447003372926,0.823659333052308,0.251719559273494,0.379463402864811,0.379463402873749,0.379463402873749,0.798447003372744,0.251719559272657,0.749558521932654,0.823659333042833,0.873516286877991,0.379463402868831,0.238442946265307,0.379463402867877,0.798447003538646,0.798447003372325,0.379463402868938,0.597464674470395,0.534476463894327,0.873516286878081,0.379463402867755,0.379463402869049,0.798447003372816,0.379463402868985,0.379463402869939,0.379463402868382,0.379463402869656,0.212414361110884,0.379463402867904,0.379463402868464,0.379463402874608,0.379463402868515,0.379463402873452,0.251719559273428,0.597464674471426,0.37946340286847,0.873516286878163,0.251719559273366,0.37946340287355,0.379463402873554,0.379463402864731,0.379463402868007,0.379463402873798,0.798447003373371,0.379463402868477,0.798447003535404,0.379463402869473,0.79844700353452,0.0749321306223284,0.798447003534139,0.379463402869151,0.37946340286894,0.823659333052362,0.707798421599547,0.212414361111205,0.0749321306222541,0.37946340286868,0.37946340286861,0.379463402867879,0.37946340286889,0.379463402869101,0.37946340286895,0.238442946263784,0.25171955927354,0.251719559273193,0.0749321306222722,0.379463402868493,0.379463402868529,0.798447003534147,0.798447003538527,0.379463402873441,0.798447003372955,0.37946340286793,0.926067144063633,0.873516286877996,0.251719559272634,0.379463402867725,0.2517195592727,0.798447003372945,0.379463402873594,0.798447003478844,0.798447003478333,0.379463402868981,0.37946340286867,0.798447003534266,0.251719559272655,0.379463402868946,0.798447003372902,0.379463402873554,0.798447003372989,0.798447003535719,0.379463402868913,0.379463402868841,0.798447003372981,0.798447003534648,0.798447003372653,0.379463402870764,0.798447003372869,0.798447003534605,0.597464674471766,0.379463402868062,0.379463402868639,0.379463402868871,0.798447003372751,0.251719559273264,0.597464674470745,0.379463402868481,0.379463402873454,0.379463402873653,0.251719559273567,0.823659333052427,0.534476463894401,0.798447003372305,0.37946340286897,0.212414361111198,0.860678057275338
0.379463402867662,0.534476463894765,0.379463402868733,0.251719559273114,0.534476463900303,0.534476463894567,1,0.251719559273103,0.379463402868611,0.534476463893648,0.251719559272473,0.379463402868109,0.379463402867275,0.379463402867913,0.379463402873174,0.534476463892439,0.251719559273076,0.379463402867661,0.534476463783752,0.534476463892458,0.534476463891875,0.379463402868437,0.53447646389178,0.251719559273099,0.379463402868005,0.212414361110962,0.212414361111193,0.534476463783627,0.379463402868568,0.379463402868431,0.534476463783761,0.37946340286726,0.37946340286823,0.2384429462648,0,0.534476463783705,0.534476463894875,0.955812491785117,0.707997594461704,0.53447646378387,0.534476463900421,0.251719559273173,0.379463402864328,0.379463402873266,0.379463402873266,0.534476463783748,0.251719559272337,0.534476463893588,0.534476463894274,0.534476463894681,0.379463402868347,0.238442946265004,0.379463402867393,0.534476463894802,0.534476463783467,0.379463402868455,0.534476463892434,0.707997594462509,0.534476463894736,0.379463402867272,0.379463402868566,0.534476463783796,0.379463402868502,0.379463402869455,0.379463402867899,0.379463402869173,0.212414361110614,0.379463402867421,0.379463402867981,0.379463402874124,0.379463402868032,0.379463402872969,0.251719559273107,0.534476463893357,0.379463402867986,0.534476463894786,0.251719559273046,0.379463402873067,0.379463402873071,0.379463402864247,0.379463402867524,0.379463402873315,0.534476463784168,0.379463402867994,0.534476463892631,0.37946340286899,0.53447646389204,0.074932130622233,0.534476463891785,0.379463402868668,0.379463402868457,0.534476463900457,0.534476463894098,0.212414361110934,0.0749321306221586,0.379463402868196,0.379463402868127,0.379463402867396,0.379463402868407,0.379463402868617,0.379463402868467,0.238442946263481,0.25171955927322,0.251719559272872,0.0749321306221768,0.37946340286801,0.379463402868046,0.53447646389179,0.534476463894722,0.379463402872958,0.534476463783889,0.379463402867446,0.534476463894329,0.534476463894683,0.251719559272313,0.379463402867242,0.25171955927238,0.534476463783882,0.379463402873111,0.534476463854771,0.534476463854429,0.379463402868498,0.379463402868187,0.53447646389187,0.251719559272335,0.379463402868463,0.534476463783853,0.379463402873071,0.534476463783912,0.534476463892843,0.37946340286843,0.379463402868357,0.534476463783906,0.534476463892126,0.534476463783687,0.379463402870281,0.534476463783832,0.534476463892097,0.534476463893661,0.379463402867578,0.379463402868156,0.379463402868388,0.534476463783753,0.251719559272944,0.534476463892747,0.379463402867998,0.379463402872971,0.37946340287317,0.251719559273246,0.534476463900499,0.707997594462606,0.534476463783454,0.379463402868487,0.212414361110928,0.534476463894829
0.251719559272312,0.251719559273516,0.251719559273022,0.375608300593283,0.251719559276125,0.251719559273423,0.251719559273103,1,0.251719559272942,0.25171955927299,0.666199035595261,0.251719559272608,0.251719559272055,0.251719559272478,0.251719559275968,0.251719559272421,0.86498076430138,0.251719559272311,0.251719559221233,0.25171955927243,0.251719559272156,0.251719559272826,0.251719559272111,0.86498076430146,0.25171955927254,0.212414361111972,0.212414361112203,0.251719559221175,0.251719559272913,0.251719559272822,0.251719559221238,0.251719559272045,0.251719559272688,0.238442946265934,0,0.251719559221211,0.251719559273568,0.251719559273146,0.251719559272703,0.251719559221289,0.25171955927618,0.864980764301714,0.2517195592701,0.251719559276029,0.251719559276029,0.251719559221231,0.375608300592123,0.251719559272962,0.251719559273285,0.251719559273477,0.251719559272766,0.238442946266138,0.251719559272134,0.251719559273534,0.251719559221099,0.251719559272838,0.251719559272419,0.25171955927299,0.251719559273503,0.251719559272053,0.251719559272911,0.251719559221254,0.251719559272869,0.251719559273501,0.251719559272469,0.251719559273314,0.212414361111624,0.251719559272152,0.251719559272523,0.251719559276599,0.251719559272557,0.251719559275832,0.852598209378144,0.251719559272853,0.251719559272527,0.251719559273526,0.375608300593181,0.251719559275897,0.2517195592759,0.251719559270047,0.25171955927222,0.251719559276062,0.251719559221429,0.251719559272532,0.251719559272512,0.251719559273193,0.251719559272233,0.0749321306225894,0.251719559272113,0.251719559272979,0.251719559272839,0.251719559276197,0.251719559273202,0.212414361111945,0.0749321306225151,0.251719559272666,0.25171955927262,0.251719559272135,0.251719559272806,0.251719559272946,0.251719559272846,0.238442946264615,0.864980764301874,0.784438329812982,0.0749321306225333,0.251719559272543,0.251719559272566,0.251719559272115,0.251719559273496,0.251719559275825,0.251719559221298,0.251719559272169,0.251719559273311,0.251719559273478,0.666199035594837,0.251719559272033,0.666199035595013,0.251719559221295,0.251719559275927,0.25171955925468,0.251719559254519,0.251719559272866,0.25171955927266,0.251719559272153,0.666199035594894,0.251719559272843,0.251719559221281,0.2517195592759,0.251719559221309,0.251719559272611,0.251719559272821,0.251719559272773,0.251719559221306,0.251719559272274,0.251719559221203,0.251719559274049,0.251719559221271,0.25171955927226,0.251719559272996,0.251719559272256,0.251719559272639,0.251719559272793,0.251719559221234,0.326080854033928,0.251719559272566,0.251719559272535,0.251719559275833,0.251719559275966,0.852598209378616,0.251719559276217,0.251719559273024,0.251719559221093,0.251719559272859,0.212414361111938,0.251719559273547
0.681736054246987,0.379463402869235,0.719823434613279,0.251719559272953,0.379463402873167,0.379463402869095,0.379463402868611,0.251719559272942,1,0.379463402868442,0.251719559272312,0.815435903621872,0.681736054246292,0.681736054247437,0.719823434621702,0.379463402867584,0.251719559272915,0.681736054246985,0.379463402790419,0.379463402867597,0.379463402867183,0.719823434612716,0.379463402867116,0.251719559272938,0.719823434611898,0.212414361110825,0.212414361111057,0.37946340279033,0.719823434612966,0.719823434612706,0.379463402790425,0.681736054246264,0.510521235493704,0.238442946264647,0,0.379463402790385,0.379463402869313,0.379463402868676,0.379463402868009,0.379463402790503,0.379463402873251,0.251719559273012,0.815435903613747,0.719823434621877,0.719823434621877,0.379463402790416,0.251719559272176,0.379463402868399,0.379463402868886,0.379463402869175,0.719823434612547,0.238442946264851,0.681736054246504,0.379463402869261,0.379463402790217,0.71982343461275,0.37946340286758,0.379463402868441,0.379463402869214,0.681736054246286,0.719823434612961,0.37946340279045,0.71982343461284,0.719823434614648,0.681736054247413,0.719823434614113,0.212414361110477,0.681736054246554,0.68173605424756,0.719823434623505,0.681736054247651,0.719823434621313,0.251719559272946,0.379463402868235,0.719823434611862,0.37946340286925,0.251719559272885,0.719823434621499,0.719823434621507,0.815435903613573,0.719823434610984,0.71982343462197,0.379463402790714,0.681736054247583,0.37946340286772,0.719823434613765,0.3794634028673,0.074932130622185,0.379463402867119,0.693580903856302,0.693580903855917,0.379463402873276,0.379463402868761,0.212414361110798,0.0749321306221106,0.51052123549366,0.81543590362191,0.681736054246509,0.510521235493942,0.815435903622964,0.719823434612773,0.238442946263328,0.251719559273058,0.251719559272711,0.0749321306221288,0.681736054247612,0.681736054247676,0.379463402867123,0.379463402869204,0.719823434621293,0.379463402790516,0.681736054246599,0.379463402868925,0.379463402869177,0.251719559272152,0.681736054246232,0.251719559272218,0.379463402790511,0.719823434621584,0.37946340284084,0.379463402840597,0.719823434612832,0.693580903855423,0.379463402867179,0.251719559272173,0.815435903622632,0.379463402790491,0.719823434621507,0.379463402790532,0.37946340286787,0.815435903622561,0.510521235493876,0.379463402790528,0.379463402867361,0.379463402790373,0.510521235496464,0.379463402790475,0.37946340286734,0.379463402868451,0.681736054246836,0.693580903855367,0.719823434612624,0.379463402790419,0.251719559272782,0.379463402867803,0.68173605424759,0.719823434621317,0.719823434621696,0.251719559273085,0.379463402873306,0.379463402868493,0.379463402790207,0.719823434612811,0.212414361110791,0.37946340286928
0.379463402867493,0.597464674471973,0.379463402868564,0.251719559273002,0.597464674478164,0.597464674471752,0.534476463893648,0.25171955927299,0.379463402868442,1,0.251719559272361,0.37946340286794,0.379463402867106,0.379463402867743,0.379463402873004,0.643057380118566,0.251719559272964,0.379463402867492,0.597464674347877,0.597464674469394,0.597464674468743,0.379463402868267,0.597464674468636,0.251719559272987,0.379463402867836,0.212414361110867,0.212414361111098,0.597464674347738,0.379463402868399,0.379463402868262,0.597464674347887,0.37946340286709,0.37946340286806,0.238442946264693,0,0.597464674347824,0.597464674472096,0.534476463893739,0.5344764638928,0.597464674348009,0.597464674478296,0.251719559273061,0.379463402864159,0.379463402873097,0.379463402873097,0.597464674347872,0.251719559272224,0.597464674470657,0.597464674471423,0.597464674471879,0.379463402868178,0.238442946264897,0.379463402867224,0.597464674472014,0.597464674347559,0.379463402868285,0.643057380118559,0.534476463893408,0.59746467447194,0.379463402867102,0.379463402868396,0.597464674347926,0.379463402868332,0.379463402869286,0.37946340286773,0.379463402869003,0.212414361110519,0.379463402867252,0.379463402867812,0.379463402873955,0.379463402867862,0.379463402872799,0.251719559272995,0.64305738011967,0.379463402867817,0.597464674471996,0.251719559272933,0.379463402872897,0.379463402872901,0.379463402864078,0.379463402867354,0.379463402873145,0.597464674348342,0.379463402867825,0.597464674469588,0.37946340286882,0.597464674468926,0.0749321306221995,0.597464674468641,0.379463402868499,0.379463402868288,0.597464674478336,0.597464674471227,0.21241436111084,0.0749321306221252,0.379463402868027,0.379463402867957,0.379463402867227,0.379463402868237,0.379463402868448,0.379463402868297,0.238442946263374,0.251719559273107,0.25171955927276,0.0749321306221434,0.379463402867841,0.379463402867876,0.597464674468647,0.597464674471925,0.379463402872788,0.597464674348031,0.379463402867277,0.597464674471485,0.597464674471882,0.251719559272201,0.379463402867073,0.251719559272267,0.597464674348023,0.379463402872942,0.597464674427265,0.597464674426883,0.379463402868328,0.379463402868017,0.597464674468736,0.251719559272222,0.379463402868294,0.59746467434799,0.379463402872902,0.597464674348056,0.597464674469824,0.37946340286826,0.379463402868188,0.59746467434805,0.597464674469023,0.597464674347804,0.379463402870112,0.597464674347966,0.59746467446899,0.850329228459005,0.379463402867409,0.379463402867986,0.379463402868218,0.597464674347878,0.251719559272831,0.643057380118937,0.379463402867829,0.379463402872801,0.379463402873001,0.251719559273134,0.597464674478383,0.534476463893481,0.597464674347544,0.379463402868317,0.212414361110833,0.597464674472044
