"V1","V2","V3"
1,-1.07300830363261,-1.33381445291152
1,0.297272086964555,0.346401837170381
1,-0.502058140769602,-1.13148783267976
1,-0.73043820598332,0.0131073588717061
1,0.639842184613846,-0.944838475801433
1,-0.958818271094266,-0.460777268025559
1,-1.07300830363261,0.00908317547718017
1,-1.07300830363261,-1.05225015834023
1,1.32498237991243,-0.419306489411487
1,1.49626742873708,-1.33868131400301
1,-0.387868108334028,-1.02201176754233
1,-0.559153157158674,1.4009695166257
1,0.639842184613846,0.811359054378648
1,1.66755247756172,-1.23399970674975
1,-1.07300830363261,-0.148601461542788
1,2.01012257521101,-0.687189965592075
1,-0.73043820598332,0.660114892451749
1,0.297272086964555,0.658983574834403
1,-1.07300830363261,0.572580408149486
1,1.15369733108778,-0.985414977320162
1,-1.07300830363261,0.169149142056022
1,-0.0452980106847365,1.12813870292751
1,0.0117970057043355,-0.187919571970756
1,-0.0452980106847365,0.209617701376274
1,-0.387868108334028,-1.05114344072034
1,-0.387868108334028,-1.17920745324812
1,0.228758067434697,-0.21803427919885
1,-1.07300830363261,-0.727483016987153
1,-0.387868108334028,-0.606252987373469
1,-0.73043820598332,-0.242109645990026
1,-1.07300830363261,-0.894351981535774
1,-1.07300830363261,-0.0900596772015978
1,2.01012257521101,2.59718841645071
1,0.297272086964555,0.134734451045721
1,1.66755247756172,0.180645350667102
1,-0.273678075898454,-0.01351886214701
1,-0.387868108334028,-1.52988997103348
1,-1.07300830363261,-0.252347457240414
1,1.11944032132285,1.78943640142431
1,1.75319500197404,3.18674921414673
1,-1.07300830363261,0.157969873129758
1,0.297272086964555,-1.16975022004577
1,1.66755247756172,0.276421520745766
1,-1.07300830363261,-0.419306489411487
1,-0.0452980106847365,-1.19598982796929
1,-1.07300830363261,-1.34508389039656
1,-1.07300830363261,1.01540140432833
1,-1.07300830363261,0.726121417940432
1,-1.07300830363261,-1.08865814689789
1,0.982412282263138,3.33193274068997
1,0.982412282263138,-1.07070147075054
1,1.8730945361513,-0.930135258175247
1,0.639842184613846,-0.471596984878646
1,-0.559153157158674,0.030232491264081
1,-0.0452980106847365,0.559939542185525
1,-0.387868108334028,-0.675987609681325
1,2.3526926728603,1.50749071751151
1,0.468557135789201,1.85057860330887
1,-0.387868108334028,0.859613904910309
1,1.55336244512615,1.61769885310128
1,0.639842184613846,1.06369078404288
1,1.09660231469871,2.35164795791932
1,0.639842184613846,-0.162894423607819
1,-0.387868108334028,0.056273459092995
1,-0.387868108334028,0.413637299874766
1,-0.250840069274311,0.245013753726359
1,-1.07300830363261,-0.449455097819421
1,0.639842184613846,-0.285215813928531
1,0.639842184613846,-0.0880251103375884
1,2.01012257521101,1.48638942874956
1,-1.07300830363261,-1.56074476092517
1,-1.07300830363261,-0.48969344227091
1,-0.387868108334028,-0.066460025663449
1,-1.07300830363261,-1.07608097928858
1,0.639842184613846,0.019776322171757
1,-0.0452980106847365,-0.818168966439921
1,-1.07300830363261,-0.959775087558648
1,0.0688920217508373,-0.165132164440792
1,1.52481493676033,-0.575070168164326
1,1.32498237991243,-0.16787148887128
1,-0.958818271094266,-0.394487204087875
1,-0.0452980106847365,-0.670436049136565
1,1.37392096533984,-0.0145594459834199
1,-0.387868108334028,-0.312438649701689
1,1.66755247756172,0.786976786591469
1,1.55336244512615,0.675832017884434
1,-0.559153157158674,-0.875580289105936
1,-0.387868108334028,-0.403335807812304
1,0.682663446820008,0.791476307004904
1,0.742613213908634,0.597388380802093
1,1.66755247756172,-1.47886820521168
1,-0.387868108334028,0.410132689555722
1,-0.73043820598332,0.051694652131789
1,-0.73043820598332,0.0408048348755548
1,-0.387868108334028,-1.27940700090931
1,-0.15948804312031,-0.721459909187893
1,-0.387868108334028,-1.07154882495724
1,-1.07300830363261,0.386812996225189
1,-1.07300830363261,1.08834687014758
1,-1.07300830363261,-0.503034470774784
