"V1","V2","V3"
1,0.982412282263138,-0.450330841747638
1,0.297272086964555,-0.277984107937284
1,-0.473510632746351,0.109099396167703
1,0.125987038139909,1.35514150688161
1,-1.07300830363261,-1.12383932042439
1,0.411462119400129,0.719878207907067
1,-0.387868108334028,1.69510515424572
1,-0.387868108334028,1.8285654935772
1,-0.0452980106847365,-1.36803592540333
1,-1.07300830363261,-0.00173288364064501
1,0.982412282263138,0.478430407941224
1,-0.73043820598332,-1.41569100862501
1,2.3526926728603,1.01188853083581
1,1.83883752638637,0.690313822840351
1,-1.07300830363261,-0.315090919418408
1,0.297272086964555,-0.104778576145065
1,-0.130940535097059,1.27305017529637
1,0.982412282263138,-0.31755389419853
1,0.982412282263138,-0.565774196572659
1,2.01012257521101,-0.853134292555694
1,1.32498237991243,0.738710474518837
1,-1.07300830363261,-0.880411181623691
1,-1.07300830363261,-1.16880970344279
1,-0.901723254807965,1.27488556678135
1,-1.07300830363261,-0.601096882511331
1,-1.07300830363261,2.18700994212525
1,-1.07300830363261,0.267066485402104
1,-0.73043820598332,-1.10608432607968
1,-1.07300830363261,-0.331935721737026
1,-0.73043820598332,-0.800843797088536
1,-0.216583059509382,-0.788212912368726
1,1.66755247756172,0.544086200951887
1,-1.07300830363261,-1.03823607951137
1,-0.387868108334028,1.14025649976214
1,-1.07300830363261,1.64443023206329
1,0.297272086964555,-0.853134292555694
1,1.32498237991243,-0.217847132536472
1,0.0232160088451218,1.52849338114139
1,-1.07300830363261,-0.174383534120183
1,0.868222249827564,-0.924515436140925
1,-0.901723254807965,-1.19309150909802
1,-0.73043820598332,1.56658173060088
1,0.554199660201524,-0.447914837178761
1,-0.387868108334028,-0.0462849573465507
1,0.297272086964555,-0.231634731333038
1,-0.387868108334028,-0.235113429501756
1,-0.73043820598332,0.554684716019974
1,2.0481859193562,-0.899454405964275
1,-1.07300830363261,-0.915658252890544
1,-0.387868108334028,0.604530559452813
1,-1.07300830363261,0.639567621840059
1,-1.07300830363261,1.32026528966725
1,1.66755247756172,1.95053018196045
1,-0.387868108334028,-0.0367524482125619
1,-0.273678075898454,-0.997119349076969
