Bird_genus,Plant_genus,lipids,site,lat,lon,Fruit_Diet,Plant_phylo,Phylo,visits,BodyMass
Empidonomus,Citharexylum,3.6,7,-22.81611111,-48.39166667,40,Citharexylum,Empidonomus_varius,16,27.1
Empidonomus,Matayba,27.7,7,-22.81611111,-48.39166667,40,Matayba,Empidonomus_varius,24,27.1
Empidonomus,Alchornea,67.625,13,-26.8812,-49.071,40,Alchornea,Empidonomus_varius,7,27.1
Empidonomus,Alchornea,67.625,14,-22.4116,-47.5378,40,Alchornea,Empidonomus_varius,15,27.1
Empidonomus,Casearia,16.35,15,-22.9433,-46.7499,40,Casearia,Empidonomus_varius,1,27.1
Empidonomus,Erythroxylum,36.01333333,15,-22.9433,-46.7499,40,Erythroxylum,Empidonomus_varius,17,27.1
Empidonomus,Miconia,4.111052632,16,-21.7496,-43.3174,40,Miconia,Empidonomus_varius,2,27.1
Empidonomus,Citharexylum,3.6,18,-22.8667,-46.9667,40,Citharexylum,Empidonomus_varius,2,27.1
Empidonomus,Cabralea,71.11666667,21,-22.8213,-47.113,40,Cabralea,Empidonomus_varius,3,27.1
Empidonomus,Ficus,4.650416667,22,-21.9841,-47.88,40,Ficus,Empidonomus_varius,5,27.1
Empidonomus,Magnolia,52.6,23,-21.96666667,-47.86666667,40,Magnolia,Empidonomus_varius,23,27.1
Empidonomus,Myrsine,21.24285714,23,-21.96666667,-47.86666667,40,Myrsine,Empidonomus_varius,3,27.1
Empidonomus,Ocotea,29.855,23,-21.96666667,-47.86666667,40,Ocotea,Empidonomus_varius,1,27.1
Empidonomus,Pera,68.1,23,-21.96666667,-47.86666667,40,Pera,Empidonomus_varius,13,27.1
Empidonomus,Trichilia,69.55,24,-22.3339,-47,40,Trichilia,Empidonomus_varius,3,27.1
Empidonomus,Trema,48.8,26,-26.88333333,-49.05,40,Trema,Empidonomus_varius,2,27.1
Empidonomus,Myrsine,21.24285714,27,-26.9125,-49.072,40,Myrsine,Empidonomus_varius,7,27.1
Empidonomus,Cupania,57.8,31,-22.45,-44.0167,40,Cupania,Empidonomus_varius,8,27.1
Empidonomus,Alchornea,67.625,32,-22.4143,-42.6143,40,Alchornea,Empidonomus_varius,11,27.1
Empidonomus,Alchornea,67.625,35,-23,-44.31666667,40,Alchornea,Empidonomus_varius,3,27.1
Empidonomus,Trichilia,69.55,39,-22.4833,-47.5923,40,Trichilia,Empidonomus_varius,5,27.1
Empidonomus,Myrsine,21.24285714,40,-28.25,-52.4,40,Myrsine,Empidonomus_varius,2,27.1
Empidonomus,Alchornea,67.625,46,-22.7167,-48.5667,40,Alchornea,Empidonomus_varius,5,27.1
Empidonomus,Myrsine,21.24285714,46,-22.7167,-48.5667,40,Myrsine,Empidonomus_varius,27,27.1
Empidonomus,Matayba,27.7,49,-20.500477,-54.61507,40,Matayba,Empidonomus_varius,40,27.1
Empidonomus,Miconia,4.111052632,51,-18.9,-48.23333333,40,Miconia,Empidonomus_varius,14,27.1
Empidonomus,Cabralea,71.11666667,53,-24.2833,-48.4167,40,Cabralea,Empidonomus_varius,40,27.1
Empidonomus,Schefflera,23.1,58,-4.266666667,-55.98333333,40,Schefflera,Empidonomus_varius,10,27.1
Eucometis,Miconia,4.111052632,1,-15.9519,-47.9701,20,Miconia,Eucometis_penicillata,3,27
Eucometis,Protium,2.617142857,1,-15.9519,-47.9701,20,Protium,Eucometis_penicillata,4,27
Eucometis,Solanum,5.062352941,1,-15.9519,-47.9701,20,Solanum,Eucometis_penicillata,3,27
Eucometis,Faramea,3.4,17,-19.16666667,-48.39166667,20,Faramea,Eucometis_penicillata,1,27
Eucometis,Cymbopetalum,61.2,61,18.5499,-95.2,20,Cymbopetalum,Eucometis_penicillata,2,27
Eumomota,Tabernaemontana,63.9,66,10.6267,-85.4436,10,Tabernaemontana,Eumomota_superciliosa,2,62.5
Euphonia,Cecropia,3.928571429,1,-15.9519,-47.9701,91.11111111,Cecropia,Euphonia_chlorotica,38,13.32753623
Euphonia,Miconia,4.111052632,1,-15.9519,-47.9701,91.11111111,Miconia,Euphonia_chlorotica,2,13.32753623
Euphonia,Phoradendron,2.9,1,-15.9519,-47.9701,91.11111111,Phoradendron,Euphonia_chlorotica,43,13.32753623
Euphonia,Piper,2.2,1,-15.9519,-47.9701,91.11111111,Piper,Euphonia_chlorotica,10,13.32753623
Euphonia,Protium,2.617142857,1,-15.9519,-47.9701,91.11111111,Protium,Euphonia_chlorotica,46,13.32753623
Euphonia,Phoradendron,2.9,2,-21.72583333,-48.01861111,91.11111111,Phoradendron,Euphonia_chlorotica,9,13.32753623
Euphonia,Citharexylum,3.6,4,-22.5496,-42.2766,91.11111111,Citharexylum,Euphonia_chlorotica,1,13.32753623
Euphonia,Cupania,57.8,4,-22.5496,-42.2766,91.11111111,Cupania,Euphonia_chlorotica,1,13.32753623
Euphonia,Henriettea,2.5,4,-22.5496,-42.2766,91.11111111,Henriettea,Euphonia_chlorotica,2,13.32753623
Euphonia,Miconia,4.111052632,4,-22.5496,-42.2766,91.11111111,Miconia,Euphonia_chlorotica,5,13.32753623
Euphonia,Cecropia,3.928571429,8,-19.7667,-40.0033,91.11111111,Cecropia,Euphonia_chlorotica,141,13.32753623
Euphonia,Cordia,5.02,8,-19.7667,-40.0033,91.11111111,Cordia,Euphonia_chlorotica,13,13.32753623
Euphonia,Ficus,4.650416667,8,-19.7667,-40.0033,91.11111111,Ficus,Euphonia_chlorotica,241,13.32753623
Euphonia,Guapira,1.878333333,8,-19.7667,-40.0033,91.11111111,Guapira,Euphonia_chlorotica,2,13.32753623
Euphonia,Lantana,4.6,8,-19.7667,-40.0033,91.11111111,Lantana,Euphonia_chlorotica,1,13.32753623
Euphonia,Myrsine,21.24285714,8,-19.7667,-40.0033,91.11111111,Myrsine,Euphonia_chlorotica,1,13.32753623
Euphonia,Phoradendron,2.9,8,-19.7667,-40.0033,91.11111111,Phoradendron,Euphonia_chlorotica,3,13.32753623
Euphonia,Protium,2.617142857,8,-19.7667,-40.0033,91.11111111,Protium,Euphonia_chlorotica,35,13.32753623
Euphonia,Schinus,5.47,8,-19.7667,-40.0033,91.11111111,Schinus,Euphonia_chlorotica,1,13.32753623
Euphonia,Sorocea,2.9,8,-19.7667,-40.0033,91.11111111,Sorocea,Euphonia_chlorotica,7,13.32753623
Euphonia,Cecropia,3.928571429,11,-18.51666667,-39.73333333,91.11111111,Cecropia,Euphonia_chlorotica,31,13.32753623
Euphonia,Tapirira,7.518,20,-22.8728,-42.3414,91.11111111,Tapirira,Euphonia_chlorotica,13,13.32753623
Euphonia,Ficus,4.650416667,21,-22.8213,-47.113,91.11111111,Ficus,Euphonia_chlorotica,14,13.32753623
Euphonia,Ficus,4.650416667,22,-21.9841,-47.88,91.11111111,Ficus,Euphonia_chlorotica,7,13.32753623
Euphonia,Magnolia,52.6,23,-21.96666667,-47.86666667,91.11111111,Magnolia,Euphonia_chlorotica,3,13.32753623
Euphonia,Trichilia,69.55,24,-22.3339,-47,91.11111111,Trichilia,Euphonia_chlorotica,1,13.32753623
Euphonia,Miconia,4.111052632,31,-22.45,-44.0167,91.11111111,Miconia,Euphonia_chlorotica,5,13.32753623
Euphonia,Coussapoa,2.3,33,-22.4,-42.95,91.11111111,Coussapoa,Euphonia_chlorotica,9,13.32753623
Euphonia,Myrsine,21.24285714,37,-23.55,-45.06667,91.11111111,Myrsine,Euphonia_chlorotica,1,13.32753623
Euphonia,Psidium,3.406666667,41,-8.01003,-34.9476,91.11111111,Psidium,Euphonia_chlorotica,3,13.32753623
Euphonia,Miconia,4.111052632,47,-22.76527778,-53.25833333,91.11111111,Miconia,Euphonia_chlorotica,48,13.32753623
Euphonia,Miconia,4.111052632,50,-18.98916667,-48.30166667,91.11111111,Miconia,Euphonia_chlorotica,4,13.32753623
Euphonia,Miconia,4.111052632,51,-18.9,-48.23333333,91.11111111,Miconia,Euphonia_chlorotica,1,13.32753623
Euphonia,Phoradendron,2.9,51,-18.9,-48.23333333,91.11111111,Phoradendron,Euphonia_chlorotica,140,13.32753623
Euphonia,Sloanea,12.96666667,54,-24.1414,-47.974,91.11111111,Sloanea,Euphonia_chlorotica,8,13.32753623
Euphonia,Rhipsalis,2.858333333,56,-30.33333333,-51,91.11111111,Rhipsalis,Euphonia_chlorotica,12,13.32753623
Euphonia,Schefflera,23.1,57,-12.85,-52.06666667,91.11111111,Schefflera,Euphonia_chlorotica,1,13.32753623
Euphonia,Solanum,5.062352941,59,-19.1,-39.75,91.11111111,Solanum,Euphonia_chlorotica,25,13.32753623
Euphonia,Miconia,4.111052632,60,-22.17539167,-47.873925,91.11111111,Miconia,Euphonia_chlorotica,3,13.32753623
Euphonia,Cymbopetalum,61.2,61,18.5499,-95.2,91.11111111,Cymbopetalum,Euphonia_chlorotica,2,13.32753623
Euphonia,Cecropia,3.928571429,71,-18.91666667,-48.28333333,91.11111111,Cecropia,Euphonia_chlorotica,8,13.32753623
Euphonia,Schefflera,23.1,71,-18.91666667,-48.28333333,91.11111111,Schefflera,Euphonia_chlorotica,2,13.32753623
Geothlypis,Trema,48.8,4,-22.5496,-42.2766,0,Trema,Geothlypis_aequinoctialis,1,13.1
Geothlypis,Miconia,4.111052632,50,-18.98916667,-48.30166667,0,Miconia,Geothlypis_aequinoctialis,3,13.1
Geothlypis,Cymbopetalum,61.2,61,18.5499,-95.2,0,Cymbopetalum,Geothlypis_aequinoctialis,45,13.1
Gnomoripsar,Miconia,4.111052632,50,-18.98916667,-48.30166667,20,Miconia,Gnorimopsar_chopi,6,65.9
Gnomoripsar,Miconia,4.111052632,51,-18.9,-48.23333333,20,Miconia,Gnorimopsar_chopi,9,65.9
Griseotyrannus,Miconia,4.111052632,50,-18.98916667,-48.30166667,20,Miconia,Empidonomus_aurantioatrocristatus,4,33
Gubernetes,Miconia,4.111052632,50,-18.98916667,-48.30166667,0,Miconia,Gubernetes_yetapa,9,68.4
Guira,Casearia,16.35,15,-22.9433,-46.7499,0,Casearia,Guira_guira,2,141
Gymnoderus,Schefflera,23.1,58,-4.266666667,-55.98333333,80,Schefflera,Gymnoderus_foetidus,4,275.49
Habia,Trichilia,69.55,24,-22.3339,-47,20,Trichilia,Habia_rubica,6,33.336
Habia,Guapira,1.878333333,37,-23.55,-45.06667,20,Guapira,Habia_rubica,1,33.336
Habia,Sloanea,12.96666667,54,-24.1414,-47.974,20,Sloanea,Habia_rubica,2,33.336
Habia,Cymbopetalum,61.2,61,18.5499,-95.2,20,Cymbopetalum,Habia_rubica,13,33.336
Hemithraupis,Alchornea,67.625,1,-15.9519,-47.9701,23.33333333,Alchornea,Hemithraupis_ruficapilla,67,12.01363636
Hemithraupis,Amaioua,10.325,1,-15.9519,-47.9701,23.33333333,Amaioua,Hemithraupis_ruficapilla,13,12.01363636
Hemithraupis,Cabralea,71.11666667,1,-15.9519,-47.9701,23.33333333,Cabralea,Hemithraupis_ruficapilla,5,12.01363636
Hemithraupis,Cecropia,3.928571429,1,-15.9519,-47.9701,23.33333333,Cecropia,Hemithraupis_ruficapilla,1,12.01363636
Hemithraupis,Miconia,4.111052632,1,-15.9519,-47.9701,23.33333333,Miconia,Hemithraupis_ruficapilla,58,12.01363636
Hemithraupis,Mouriri,4.25,1,-15.9519,-47.9701,23.33333333,Mouriri,Hemithraupis_ruficapilla,4,12.01363636
Hemithraupis,Phoradendron,2.9,1,-15.9519,-47.9701,23.33333333,Phoradendron,Hemithraupis_ruficapilla,8,12.01363636
Hemithraupis,Protium,2.617142857,1,-15.9519,-47.9701,23.33333333,Protium,Hemithraupis_ruficapilla,88,12.01363636
Hemithraupis,Richeria,27,1,-15.9519,-47.9701,23.33333333,Richeria,Hemithraupis_ruficapilla,3,12.01363636
Hemithraupis,Virola,65.81571429,1,-15.9519,-47.9701,23.33333333,Virola,Hemithraupis_ruficapilla,1,12.01363636
Hemithraupis,Xylopia,44.1,1,-15.9519,-47.9701,23.33333333,Xylopia,Hemithraupis_ruficapilla,1,12.01363636
Hemithraupis,Miconia,4.111052632,4,-22.5496,-42.2766,23.33333333,Miconia,Hemithraupis_ruficapilla,1,12.01363636
Hemithraupis,Xylopia,44.1,4,-22.5496,-42.2766,23.33333333,Xylopia,Hemithraupis_ruficapilla,7,12.01363636
Hemithraupis,Guapira,1.878333333,8,-19.7667,-40.0033,23.33333333,Guapira,Hemithraupis_ruficapilla,3,12.01363636
Hemithraupis,Pera,68.1,8,-19.7667,-40.0033,23.33333333,Pera,Hemithraupis_ruficapilla,1,12.01363636
Hemithraupis,Struthanthus,27.22,8,-19.7667,-40.0033,23.33333333,Struthanthus,Hemithraupis_ruficapilla,2,12.01363636
Hemithraupis,Alchornea,67.625,13,-26.8812,-49.071,23.33333333,Alchornea,Hemithraupis_ruficapilla,1,12.01363636
Hemithraupis,Miconia,4.111052632,16,-21.7496,-43.3174,23.33333333,Miconia,Hemithraupis_ruficapilla,4,12.01363636
Hemithraupis,Trichilia,69.55,24,-22.3339,-47,23.33333333,Trichilia,Hemithraupis_ruficapilla,1,12.01363636
Hemithraupis,Myrsine,21.24285714,30,-25.25,-50.0833,23.33333333,Myrsine,Hemithraupis_ruficapilla,8,12.01363636
Hemithraupis,Schinus,5.47,30,-25.25,-50.0833,23.33333333,Schinus,Hemithraupis_ruficapilla,2,12.01363636
Hemithraupis,Miconia,4.111052632,31,-22.45,-44.0167,23.33333333,Miconia,Hemithraupis_ruficapilla,9,12.01363636
Hemithraupis,Alchornea,67.625,35,-23,-44.31666667,23.33333333,Alchornea,Hemithraupis_ruficapilla,3,12.01363636
Hemitriccus,Miconia,4.111052632,23,-21.96666667,-47.86666667,0,Miconia,Hemitriccus_margaritaceiventer,2,8.4
Hemitriccus,Myrsine,21.24285714,23,-21.96666667,-47.86666667,0,Myrsine,Hemitriccus_margaritaceiventer,1,8.4
Hemitriccus,Miconia,4.111052632,50,-18.98916667,-48.30166667,0,Miconia,Hemitriccus_margaritaceiventer,1,8.4
Hylocichla,Cymbopetalum,61.2,61,18.5499,-95.2,40,Cymbopetalum,Hylocichla_mustelina,31,50.09
Hylophilus,Trichilia,69.55,24,-22.3339,-47,16.66666667,Trichilia,Hylophilus_thoracicus,1,10.415
Hylophilus,Trema,48.8,26,-26.88333333,-49.05,16.66666667,Trema,Hylophilus_thoracicus,3,10.415
Hylophilus,Myrsine,21.24285714,27,-26.9125,-49.072,16.66666667,Myrsine,Hylophilus_thoracicus,12,10.415
Hylophilus,Miconia,4.111052632,31,-22.45,-44.0167,16.66666667,Miconia,Hylophilus_thoracicus,2,10.415
Hylophilus,Alchornea,67.625,32,-22.4143,-42.6143,16.66666667,Alchornea,Hylophilus_thoracicus,1,10.415
Hylophilus,Alchornea,67.625,35,-23,-44.31666667,16.66666667,Alchornea,Hylophilus_thoracicus,2,10.415
Hylophilus,Struthanthus,27.22,43,-19.8333,-43.8333,16.66666667,Struthanthus,Hylophilus_thoracicus,60,10.415
Hylophilus,Eugenia,5.905652174,69,-23.4798,-47.42386389,16.66666667,Eugenia,Hylophilus_thoracicus,3,10.415
Icterus,Tabernaemontana,63.9,2,-21.72583333,-48.01861111,10,Tabernaemontana,Icterus_galbula,7,35.15
Icterus,Myrciaria,8,39,-22.4833,-47.5923,10,Myrciaria,Icterus_galbula,3,35.15
Icterus,Miconia,4.111052632,50,-18.98916667,-48.30166667,10,Miconia,Icterus_galbula,13,35.15
Icterus,Miconia,4.111052632,51,-18.9,-48.23333333,10,Miconia,Icterus_galbula,9,35.15
Icterus,Schefflera,23.1,57,-12.85,-52.06666667,10,Schefflera,Icterus_galbula,1,35.15
Icterus,Tabernaemontana,63.9,66,10.6267,-85.4436,10,Tabernaemontana,Icterus_galbula,2,35.15
Icterus,Trema,48.8,70,-22.71,-47.61,10,Trema,Icterus_galbula,1,35.15
Icterus,Byrsonima,6.158888889,71,-18.91666667,-48.28333333,10,Byrsonima,Icterus_galbula,2,35.15
Icterus,Cecropia,3.928571429,71,-18.91666667,-48.28333333,10,Cecropia,Icterus_galbula,1,35.15
Ilicura,Miconia,4.111052632,31,-22.45,-44.0167,50,Miconia,Ilicura_militaris,14,12.7
Ilicura,Alchornea,67.625,32,-22.4143,-42.6143,50,Alchornea,Ilicura_militaris,3,12.7
Ilicura,Alchornea,67.625,35,-23,-44.31666667,50,Alchornea,Ilicura_militaris,2,12.7
Ilicura,Struthanthus,27.22,43,-19.8333,-43.8333,50,Struthanthus,Ilicura_militaris,36,12.7
Ilicura,Erythroxylum,36.01333333,48,-24,-47.75,50,Erythroxylum,Ilicura_militaris,1,12.7
Knipolegus,Anthurium,4.67,5,-12.9883,-41.3408,3.333333333,Anthurium,Knipolegus_lophotes,2,21.24285714
Knipolegus,Miconia,4.111052632,5,-12.9883,-41.3408,3.333333333,Miconia,Knipolegus_lophotes,2,21.24285714
Knipolegus,Ternstroemia,83.33,5,-12.9883,-41.3408,3.333333333,Ternstroemia,Knipolegus_lophotes,1,21.24285714
Knipolegus,Miconia,4.111052632,31,-22.45,-44.0167,3.333333333,Miconia,Knipolegus_lophotes,1,21.24285714
Knipolegus,Alchornea,67.625,32,-22.4143,-42.6143,3.333333333,Alchornea,Knipolegus_lophotes,7,21.24285714
Knipolegus,Miconia,4.111052632,34,-22.3532,-44.6365,3.333333333,Miconia,Knipolegus_lophotes,1,21.24285714
Knipolegus,Miconia,4.111052632,50,-18.98916667,-48.30166667,3.333333333,Miconia,Knipolegus_lophotes,5,21.24285714
Lanio,Cymbopetalum,61.2,61,18.5499,-95.2,0,Cymbopetalum,Lanio_aurantius,4,35
Lathrotriccus,Myrsine,21.24285714,27,-26.9125,-49.072,0,Myrsine,Lathrotriccus_euleri,8,11.33
Lathrotriccus,Alchornea,67.625,32,-22.4143,-42.6143,0,Alchornea,Lathrotriccus_euleri,6,11.33
Legatus,Citharexylum,3.6,4,-22.5496,-42.2766,70,Citharexylum,Legatus_leucophaius,10,22.2
Legatus,Cupania,57.8,4,-22.5496,-42.2766,70,Cupania,Legatus_leucophaius,1,22.2
Legatus,Guarea,44.08,4,-22.5496,-42.2766,70,Guarea,Legatus_leucophaius,5,22.2
Legatus,Myrsine,21.24285714,27,-26.9125,-49.072,70,Myrsine,Legatus_leucophaius,1,22.2
Legatus,Myrsine,21.24285714,30,-25.25,-50.0833,70,Myrsine,Legatus_leucophaius,4,22.2
Legatus,Miconia,4.111052632,50,-18.98916667,-48.30166667,70,Miconia,Legatus_leucophaius,2,22.2
Legatus,Cabralea,71.11666667,53,-24.2833,-48.4167,70,Cabralea,Legatus_leucophaius,14,22.2
Legatus,Schefflera,23.1,58,-4.266666667,-55.98333333,70,Schefflera,Legatus_leucophaius,4,22.2
Legatus,Trichilia,69.55,62,10.4272,-85.0934,70,Trichilia,Legatus_leucophaius,1,22.2
Lepidothrix,Schefflera,23.1,58,-4.266666667,-55.98333333,75,Schefflera,Lepidothrix_nattereri,13,8.356666667
Lepidothrix,Guarea,44.08,67,-11.88805556,-71.4075,75,Guarea,Lepidothrix_nattereri,87,8.356666667
Lepidothrix,Trichilia,69.55,67,-11.88805556,-71.4075,75,Trichilia,Lepidothrix_nattereri,80,8.356666667
Leptopogon,Alchornea,67.625,1,-15.9519,-47.9701,20,Alchornea,Leptopogon_amaurocephalus,3,11.7
Leptotila,Pera,68.1,2,-21.72583333,-48.01861111,15,Pera,Leptotila_verreauxi,1,153.6266667
Leptotila,Tabernaemontana,63.9,2,-21.72583333,-48.01861111,15,Tabernaemontana,Leptotila_verreauxi,1,153.6266667
Leptotila,Trichilia,69.55,2,-21.72583333,-48.01861111,15,Trichilia,Leptotila_verreauxi,15,153.6266667
Leptotila,Alchornea,67.625,14,-22.4116,-47.5378,15,Alchornea,Leptotila_verreauxi,1,153.6266667
Leptotila,Aegiphila,8.7,15,-22.9433,-46.7499,15,Aegiphila,Leptotila_verreauxi,3,153.6266667
Leptotila,Casearia,16.35,15,-22.9433,-46.7499,15,Casearia,Leptotila_verreauxi,1,153.6266667
Leptotila,Tapirira,7.518,20,-22.8728,-42.3414,15,Tapirira,Leptotila_verreauxi,19,153.6266667
Leptotila,Trichilia,69.55,24,-22.3339,-47,15,Trichilia,Leptotila_verreauxi,2,153.6266667
Leptotila,Magnolia,52.6,25,-22.36666667,-47.46666667,15,Magnolia,Leptotila_verreauxi,13,153.6266667
Leptotila,Aegiphila,8.7,37,-23.55,-45.06667,15,Aegiphila,Leptotila_verreauxi,16,153.6266667
Leptotila,Miconia,4.111052632,50,-18.98916667,-48.30166667,15,Miconia,Leptotila_verreauxi,2,153.6266667
Lipagus,Casearia,16.35,63,10.41666667,-83.98333333,50,Casearia,Lipaugus_unirufus,1,82.1
Machaeropteris,Guarea,44.08,4,-22.5496,-42.2766,80,Guarea,Machaeropterus_regulus,1,9.34
Machaeropteris,Miconia,4.111052632,4,-22.5496,-42.2766,80,Miconia,Machaeropterus_regulus,7,9.34
Machetornis,Ficus,4.650416667,22,-21.9841,-47.88,0,Ficus,Machetornis_rixosa,2,29.6
Machetornis,Alchornea,67.625,35,-23,-44.31666667,0,Alchornea,Machetornis_rixosa,2,29.6
Manacus,Aegiphila,8.7,4,-22.5496,-42.2766,90,Aegiphila,Manacus_manacus,2,16.7
Manacus,Guarea,44.08,4,-22.5496,-42.2766,90,Guarea,Manacus_manacus,9,16.7
Manacus,Henriettea,2.5,4,-22.5496,-42.2766,90,Henriettea,Manacus_manacus,4,16.7
Manacus,Miconia,4.111052632,4,-22.5496,-42.2766,90,Miconia,Manacus_manacus,9,16.7
Manacus,Myrcia,6.510555556,4,-22.5496,-42.2766,90,Myrcia,Manacus_manacus,3,16.7
Manacus,Myrsine,21.24285714,4,-22.5496,-42.2766,90,Myrsine,Manacus_manacus,3,16.7
Manacus,Trema,48.8,4,-22.5496,-42.2766,90,Trema,Manacus_manacus,4,16.7
Manacus,Xylopia,44.1,4,-22.5496,-42.2766,90,Xylopia,Manacus_manacus,1,16.7
Manacus,Psychotria,3.209230769,8,-19.7667,-40.0033,90,Psychotria,Manacus_manacus,5,16.7
Manacus,Cabralea,71.11666667,21,-22.8213,-47.113,90,Cabralea,Manacus_manacus,15,16.7
Manacus,Dendropanax,24,21,-22.8213,-47.113,90,Dendropanax,Manacus_manacus,2,16.7
Manacus,Ixora,5.5,21,-22.8213,-47.113,90,Ixora,Manacus_manacus,3,16.7
Manacus,Protium,2.617142857,21,-22.8213,-47.113,90,Protium,Manacus_manacus,6,16.7
Manacus,Trema,48.8,21,-22.8213,-47.113,90,Trema,Manacus_manacus,13,16.7
Manacus,Trichilia,69.55,24,-22.3339,-47,90,Trichilia,Manacus_manacus,23,16.7
Manacus,Alchornea,67.625,35,-23,-44.31666667,90,Alchornea,Manacus_manacus,3,16.7
Manacus,Miconia,4.111052632,47,-22.76527778,-53.25833333,90,Miconia,Manacus_manacus,21,16.7
Manacus,Schefflera,23.1,58,-4.266666667,-55.98333333,90,Schefflera,Manacus_manacus,2,16.7
Megarhynchus,Cabralea,71.11666667,1,-15.9519,-47.9701,10,Cabralea,Megarynchus_pitangua,14,69.91
Megarhynchus,Protium,2.617142857,1,-15.9519,-47.9701,10,Protium,Megarynchus_pitangua,1,69.91
Megarhynchus,Byrsonima,6.158888889,2,-21.72583333,-48.01861111,10,Byrsonima,Megarynchus_pitangua,2,69.91
Megarhynchus,Ocotea,29.855,2,-21.72583333,-48.01861111,10,Ocotea,Megarynchus_pitangua,5,69.91
Megarhynchus,Nectandra,42.594,3,-29.7167,-53.7,10,Nectandra,Megarynchus_pitangua,3,69.91
Megarhynchus,Aegiphila,8.7,4,-22.5496,-42.2766,10,Aegiphila,Megarynchus_pitangua,1,69.91
Megarhynchus,Citharexylum,3.6,4,-22.5496,-42.2766,10,Citharexylum,Megarynchus_pitangua,1,69.91
Megarhynchus,Cupania,57.8,4,-22.5496,-42.2766,10,Cupania,Megarynchus_pitangua,2,69.91
Megarhynchus,Guarea,44.08,4,-22.5496,-42.2766,10,Guarea,Megarynchus_pitangua,1,69.91
Megarhynchus,Miconia,4.111052632,4,-22.5496,-42.2766,10,Miconia,Megarynchus_pitangua,1,69.91
Megarhynchus,Citharexylum,3.6,7,-22.81611111,-48.39166667,10,Citharexylum,Megarynchus_pitangua,10,69.91
Megarhynchus,Matayba,27.7,7,-22.81611111,-48.39166667,10,Matayba,Megarynchus_pitangua,4,69.91
Megarhynchus,Cupania,57.8,8,-19.7667,-40.0033,10,Cupania,Megarynchus_pitangua,2,69.91
Megarhynchus,Sorocea,2.9,8,-19.7667,-40.0033,10,Sorocea,Megarynchus_pitangua,8,69.91
Megarhynchus,Cecropia,3.928571429,11,-18.51666667,-39.73333333,10,Cecropia,Megarynchus_pitangua,1,69.91
Megarhynchus,Faramea,3.4,17,-19.16666667,-48.39166667,10,Faramea,Megarynchus_pitangua,15,69.91
Megarhynchus,Tapirira,7.518,20,-22.8728,-42.3414,10,Tapirira,Megarynchus_pitangua,55,69.91
Megarhynchus,Cabralea,71.11666667,21,-22.8213,-47.113,10,Cabralea,Megarynchus_pitangua,3,69.91
Megarhynchus,Ficus,4.650416667,21,-22.8213,-47.113,10,Ficus,Megarynchus_pitangua,6,69.91
Megarhynchus,Ficus,4.650416667,22,-21.9841,-47.88,10,Ficus,Megarynchus_pitangua,14,69.91
Megarhynchus,Myrsine,21.24285714,23,-21.96666667,-47.86666667,10,Myrsine,Megarynchus_pitangua,2,69.91
Megarhynchus,Cupania,57.8,31,-22.45,-44.0167,10,Cupania,Megarynchus_pitangua,7,69.91
Megarhynchus,Euterpe,14.78857143,37,-23.55,-45.06667,10,Euterpe,Megarynchus_pitangua,1,69.91
Megarhynchus,Ilex,7.89,40,-28.25,-52.4,10,Ilex,Megarynchus_pitangua,2,69.91
Megarhynchus,Myrsine,21.24285714,40,-28.25,-52.4,10,Myrsine,Megarynchus_pitangua,8,69.91
Megarhynchus,Myrsine,21.24285714,46,-22.7167,-48.5667,10,Myrsine,Megarynchus_pitangua,4,69.91
Megarhynchus,Cabralea,71.11666667,53,-24.2833,-48.4167,10,Cabralea,Megarynchus_pitangua,12,69.91
Megarhynchus,Miconia,4.111052632,60,-22.17539167,-47.873925,10,Miconia,Megarynchus_pitangua,1,69.91
Megarhynchus,Cymbopetalum,61.2,61,18.5499,-95.2,10,Cymbopetalum,Megarynchus_pitangua,1,69.91
Megarhynchus,Trichilia,69.55,62,10.4272,-85.0934,10,Trichilia,Megarynchus_pitangua,7,69.91
Megarhynchus,Casearia,16.35,63,10.41666667,-83.98333333,10,Casearia,Megarynchus_pitangua,4,69.91
Megarhynchus,Casearia,16.35,64,10.838,-85.7071,10,Casearia,Megarynchus_pitangua,74,69.91
Megarhynchus,Trema,48.8,70,-22.71,-47.61,10,Trema,Megarynchus_pitangua,1,69.91
Melanerpes,Erythroxylum,36.01333333,15,-22.9433,-46.7499,40,Erythroxylum,Melanerpes_pucherani,3,69.826
Melanerpes,Psidium,3.406666667,41,-8.01003,-34.9476,40,Psidium,Melanerpes_pucherani,3,69.826
Melanerpes,Cabralea,71.11666667,53,-24.2833,-48.4167,40,Cabralea,Melanerpes_pucherani,94,69.826
Melanerpes,Schefflera,23.1,57,-12.85,-52.06666667,40,Schefflera,Melanerpes_pucherani,14,69.826
Melanerpes,Schefflera,23.1,58,-4.266666667,-55.98333333,40,Schefflera,Melanerpes_pucherani,4,69.826
Melanerpes,Trichilia,69.55,62,10.4272,-85.0934,40,Trichilia,Melanerpes_pucherani,1,69.826
Melanerpes,Casearia,16.35,63,10.41666667,-83.98333333,40,Casearia,Melanerpes_pucherani,14,69.826
Melanerpes,Casearia,16.35,64,10.838,-85.7071,40,Casearia,Melanerpes_pucherani,66,69.826
Melanerpes,Guarea,44.08,65,9.1525,-79.8465,40,Guarea,Melanerpes_pucherani,1,69.826
