Bird_genus,Plant_genus,lipids,site,lat,lon,Fruit_Diet,Plant_phylo,Phylo,visits,BodyMass
Patagioenas,Trichilia,69.55,24,-22.3339,-47,64,Trichilia,Patagioenas_speciosa,4,232.1432609
Patagioenas,Miconia,4.111052632,31,-22.45,-44.0167,64,Miconia,Patagioenas_speciosa,2,232.1432609
Patagioenas,Coussapoa,2.3,33,-22.4,-42.95,64,Coussapoa,Patagioenas_speciosa,1,232.1432609
Patagioenas,Miconia,4.111052632,34,-22.3532,-44.6365,64,Miconia,Patagioenas_speciosa,1,232.1432609
Patagioenas,Alchornea,67.625,35,-23,-44.31666667,64,Alchornea,Patagioenas_speciosa,3,232.1432609
Patagioenas,Miconia,4.111052632,44,-23.3667,-46.6,64,Miconia,Patagioenas_speciosa,2,232.1432609
Patagioenas,Miconia,4.111052632,51,-18.9,-48.23333333,64,Miconia,Patagioenas_speciosa,4,232.1432609
Patagioenas,Schefflera,23.1,57,-12.85,-52.06666667,64,Schefflera,Patagioenas_speciosa,4,232.1432609
Patagioenas,Schefflera,23.1,58,-4.266666667,-55.98333333,64,Schefflera,Patagioenas_speciosa,5,232.1432609
Patagioenas,Miconia,4.111052632,60,-22.17539167,-47.873925,64,Miconia,Patagioenas_speciosa,1,232.1432609
Patagioenas,Ouratea,9.9,71,-18.91666667,-48.28333333,64,Ouratea,Patagioenas_speciosa,1,232.1432609
Penelope,Amaioua,10.325,1,-15.9519,-47.9701,82.5,Amaioua,Penelope_pileata,1,1024.847222
Penelope,Cabralea,71.11666667,1,-15.9519,-47.9701,82.5,Cabralea,Penelope_pileata,1,1024.847222
Penelope,Mouriri,4.25,1,-15.9519,-47.9701,82.5,Mouriri,Penelope_pileata,1,1024.847222
Penelope,Piper,2.2,1,-15.9519,-47.9701,82.5,Piper,Penelope_pileata,3,1024.847222
Penelope,Alibertia,1.3,2,-21.72583333,-48.01861111,82.5,Alibertia,Penelope_pileata,4,1024.847222
Penelope,Amaioua,10.325,2,-21.72583333,-48.01861111,82.5,Amaioua,Penelope_pileata,3,1024.847222
Penelope,Byrsonima,6.158888889,2,-21.72583333,-48.01861111,82.5,Byrsonima,Penelope_pileata,14,1024.847222
Penelope,Erythroxylum,36.01333333,2,-21.72583333,-48.01861111,82.5,Erythroxylum,Penelope_pileata,1,1024.847222
Penelope,Ficus,4.650416667,2,-21.72583333,-48.01861111,82.5,Ficus,Penelope_pileata,2,1024.847222
Penelope,Miconia,4.111052632,2,-21.72583333,-48.01861111,82.5,Miconia,Penelope_pileata,4,1024.847222
Penelope,Ocotea,29.855,2,-21.72583333,-48.01861111,82.5,Ocotea,Penelope_pileata,6,1024.847222
Penelope,Prunus,0.36,2,-21.72583333,-48.01861111,82.5,Prunus,Penelope_pileata,11,1024.847222
Penelope,Smilax,2.92,2,-21.72583333,-48.01861111,82.5,Smilax,Penelope_pileata,2,1024.847222
Penelope,Virola,65.81571429,2,-21.72583333,-48.01861111,82.5,Virola,Penelope_pileata,1,1024.847222
Penelope,Nectandra,42.594,3,-29.7167,-53.7,82.5,Nectandra,Penelope_pileata,5,1024.847222
Penelope,Rubus,1.845,15,-22.9433,-46.7499,82.5,Rubus,Penelope_pileata,1,1024.847222
Penelope,Miconia,4.111052632,16,-21.7496,-43.3174,82.5,Miconia,Penelope_pileata,1,1024.847222
Penelope,Miconia,4.111052632,31,-22.45,-44.0167,82.5,Miconia,Penelope_pileata,4,1024.847222
Penelope,Miconia,4.111052632,50,-18.98916667,-48.30166667,82.5,Miconia,Penelope_pileata,1,1024.847222
Penelope,Schefflera,23.1,58,-4.266666667,-55.98333333,82.5,Schefflera,Penelope_pileata,11,1024.847222
Penelope,Miconia,4.111052632,60,-22.17539167,-47.873925,82.5,Miconia,Penelope_pileata,1,1024.847222
Phacellodomus,Miconia,4.111052632,50,-18.98916667,-48.30166667,0,Miconia,Phacellodomus_ruber,5,41
Phaeomyias,Struthanthus,27.22,43,-19.8333,-43.8333,40,Struthanthus,Phaeomyias_murina,31,10
Phibalura,Miconia,4.111052632,31,-22.45,-44.0167,80,Miconia,Phibalura_flavirostris,2,46.5
Philydor,Erythroxylum,36.01333333,37,-23.55,-45.06667,0,Erythroxylum,Philydor_atricapillus,1,22.2
Phyllomyias,Alchornea,67.625,1,-15.9519,-47.9701,30,Alchornea,Phyllomyias_griseocapilla,80,9.725
Phyllomyias,Xylopia,44.1,1,-15.9519,-47.9701,30,Xylopia,Phyllomyias_griseocapilla,53,9.725
Phyllomyias,Miconia,4.111052632,31,-22.45,-44.0167,30,Miconia,Phyllomyias_griseocapilla,2,9.725
Phyllomyias,Alchornea,67.625,32,-22.4143,-42.6143,30,Alchornea,Phyllomyias_griseocapilla,4,9.725
Phyllomyias,Miconia,4.111052632,34,-22.3532,-44.6365,30,Miconia,Phyllomyias_griseocapilla,1,9.725
Phyllomyias,Alchornea,67.625,35,-23,-44.31666667,30,Alchornea,Phyllomyias_griseocapilla,5,9.725
Phyllomyias,Struthanthus,27.22,43,-19.8333,-43.8333,30,Struthanthus,Phyllomyias_griseocapilla,7,9.725
Phyllomyias,Miconia,4.111052632,50,-18.98916667,-48.30166667,30,Miconia,Phyllomyias_griseocapilla,2,9.725
Phylloscartes,Myrsine,21.24285714,6,-22.45,-43.0167,0,Myrsine,Phylloscartes_ventralis,5,8.3
Phylloscartes,Alchornea,67.625,32,-22.4143,-42.6143,0,Alchornea,Phylloscartes_ventralis,7,8.3
Phylloscartes,Ilex,7.89,40,-28.25,-52.4,0,Ilex,Phylloscartes_ventralis,53,8.3
Phylloscartes,Struthanthus,27.22,43,-19.8333,-43.8333,0,Struthanthus,Phylloscartes_ventralis,1,8.3
Phylloscartes,Ficus,4.650416667,55,-31.7,-52.16666667,0,Ficus,Phylloscartes_ventralis,10,8.3
Piaya,Myrsine,21.24285714,8,-19.7667,-40.0033,0,Myrsine,Piaya_cayana,2,101.98
Piculus,Myrsine,21.24285714,30,-25.25,-50.0833,0,Myrsine,Piculus_aurulentus,13,74.99
Picumnus,Myrsine,21.24285714,6,-22.45,-43.0167,0,Myrsine,Picumnus_nebulosus,2,10.9
Picumnus,Aegiphila,8.7,37,-23.55,-45.06667,0,Aegiphila,Picumnus_nebulosus,2,10.9
Pipile,Virola,65.81571429,54,-24.1414,-47.974,60,Virola,Pipile_cujubi,1,1195.82
Pipile,Schefflera,23.1,57,-12.85,-52.06666667,60,Schefflera,Pipile_cujubi,6,1195.82
Pipile,Schefflera,23.1,58,-4.266666667,-55.98333333,60,Schefflera,Pipile_cujubi,14,1195.82
Pipra,Aegiphila,8.7,4,-22.5496,-42.2766,86,Aegiphila,Pipra_rubrocapilla,2,12.9
Pipra,Miconia,4.111052632,4,-22.5496,-42.2766,86,Miconia,Pipra_rubrocapilla,4,12.9
Pipra,Myrsine,21.24285714,4,-22.5496,-42.2766,86,Myrsine,Pipra_rubrocapilla,3,12.9
Pipra,Guapira,1.878333333,8,-19.7667,-40.0033,86,Guapira,Pipra_rubrocapilla,4,12.9
Pipra,Psychotria,3.209230769,8,-19.7667,-40.0033,86,Psychotria,Pipra_rubrocapilla,7,12.9
Pipra,Miconia,4.111052632,47,-22.76527778,-53.25833333,86,Miconia,Pipra_rubrocapilla,26,12.9
Pipra,Schefflera,23.1,58,-4.266666667,-55.98333333,86,Schefflera,Pipra_rubrocapilla,16,12.9
Pipra,Solanum,5.062352941,59,-19.1,-39.75,86,Solanum,Pipra_rubrocapilla,1,12.9
Pipra,Guarea,44.08,65,9.1525,-79.8465,86,Guarea,Pipra_rubrocapilla,4,12.9
Pipra,Guarea,44.08,67,-11.88805556,-71.4075,86,Guarea,Pipra_rubrocapilla,39,12.9
Pipra,Trichilia,69.55,67,-11.88805556,-71.4075,86,Trichilia,Pipra_rubrocapilla,1,12.9
Pipraeidea,Miconia,4.111052632,1,-15.9519,-47.9701,50,Miconia,Pipraeidea_melanonota,3,21
Pipraeidea,Virola,65.81571429,2,-21.72583333,-48.01861111,50,Virola,Pipraeidea_melanonota,1,21
Pipraeidea,Cordia,5.02,8,-19.7667,-40.0033,50,Cordia,Pipraeidea_melanonota,10,21
Pipraeidea,Alchornea,67.625,13,-26.8812,-49.071,50,Alchornea,Pipraeidea_melanonota,1,21
Pipraeidea,Leandra,2.8,28,-22.7538,-46.142,50,Leandra,Pipraeidea_melanonota,5,21
Pipraeidea,Cupania,57.8,31,-22.45,-44.0167,50,Cupania,Pipraeidea_melanonota,1,21
Pipraeidea,Miconia,4.111052632,31,-22.45,-44.0167,50,Miconia,Pipraeidea_melanonota,4,21
Pipraeidea,Alchornea,67.625,32,-22.4143,-42.6143,50,Alchornea,Pipraeidea_melanonota,2,21
Pipraeidea,Miconia,4.111052632,34,-22.3532,-44.6365,50,Miconia,Pipraeidea_melanonota,3,21
Pipraeidea,Miconia,4.111052632,50,-18.98916667,-48.30166667,50,Miconia,Pipraeidea_melanonota,1,21
Pipraeidea,Cabralea,71.11666667,53,-24.2833,-48.4167,50,Cabralea,Pipraeidea_melanonota,13,21
Pipraeidea,Solanum,5.062352941,70,-22.71,-47.61,50,Solanum,Pipraeidea_melanonota,1,21
Piranga,Miconia,4.111052632,1,-15.9519,-47.9701,15,Miconia,Piranga_rubra,1,35.79555556
Piranga,Humiria,8.723333333,5,-12.9883,-41.3408,15,Humiria,Piranga_rubra,1,35.79555556
Piranga,Myrcia,6.510555556,5,-12.9883,-41.3408,15,Myrcia,Piranga_rubra,1,35.79555556
Piranga,Ficus,4.650416667,22,-21.9841,-47.88,15,Ficus,Piranga_rubra,3,35.79555556
Piranga,Pera,68.1,23,-21.96666667,-47.86666667,15,Pera,Piranga_rubra,2,35.79555556
Piranga,Struthanthus,27.22,43,-19.8333,-43.8333,15,Struthanthus,Piranga_rubra,16,35.79555556
Piranga,Myrsine,21.24285714,46,-22.7167,-48.5667,15,Myrsine,Piranga_rubra,3,35.79555556
Piranga,Cymbopetalum,61.2,61,18.5499,-95.2,15,Cymbopetalum,Piranga_rubra,2,35.79555556
Piranga,Guarea,44.08,65,9.1525,-79.8465,15,Guarea,Piranga_rubra,1,35.79555556
Pitangus,Miconia,4.111052632,1,-15.9519,-47.9701,30,Miconia,Pitangus_sulphuratus,1,62.85
Pitangus,Amaioua,10.325,2,-21.72583333,-48.01861111,30,Amaioua,Pitangus_sulphuratus,4,62.85
Pitangus,Byrsonima,6.158888889,2,-21.72583333,-48.01861111,30,Byrsonima,Pitangus_sulphuratus,1,62.85
Pitangus,Copaifera,1.65,2,-21.72583333,-48.01861111,30,Copaifera,Pitangus_sulphuratus,1,62.85
Pitangus,Doliocarpus,9.69,2,-21.72583333,-48.01861111,30,Doliocarpus,Pitangus_sulphuratus,1,62.85
Pitangus,Myrcia,6.510555556,2,-21.72583333,-48.01861111,30,Myrcia,Pitangus_sulphuratus,7,62.85
Pitangus,Ocotea,29.855,2,-21.72583333,-48.01861111,30,Ocotea,Pitangus_sulphuratus,3,62.85
Pitangus,Ouratea,9.9,2,-21.72583333,-48.01861111,30,Ouratea,Pitangus_sulphuratus,2,62.85
Pitangus,Pera,68.1,2,-21.72583333,-48.01861111,30,Pera,Pitangus_sulphuratus,3,62.85
Pitangus,Siparuna,13.7,2,-21.72583333,-48.01861111,30,Siparuna,Pitangus_sulphuratus,2,62.85
Pitangus,Tabernaemontana,63.9,2,-21.72583333,-48.01861111,30,Tabernaemontana,Pitangus_sulphuratus,28,62.85
Pitangus,Trichilia,69.55,2,-21.72583333,-48.01861111,30,Trichilia,Pitangus_sulphuratus,5,62.85
Pitangus,Nectandra,42.594,3,-29.7167,-53.7,30,Nectandra,Pitangus_sulphuratus,60,62.85
Pitangus,Aegiphila,8.7,4,-22.5496,-42.2766,30,Aegiphila,Pitangus_sulphuratus,5,62.85
Pitangus,Citharexylum,3.6,4,-22.5496,-42.2766,30,Citharexylum,Pitangus_sulphuratus,4,62.85
Pitangus,Cupania,57.8,4,-22.5496,-42.2766,30,Cupania,Pitangus_sulphuratus,3,62.85
Pitangus,Guarea,44.08,4,-22.5496,-42.2766,30,Guarea,Pitangus_sulphuratus,1,62.85
Pitangus,Miconia,4.111052632,4,-22.5496,-42.2766,30,Miconia,Pitangus_sulphuratus,1,62.85
Pitangus,Citharexylum,3.6,7,-22.81611111,-48.39166667,30,Citharexylum,Pitangus_sulphuratus,9,62.85
Pitangus,Cecropia,3.928571429,8,-19.7667,-40.0033,30,Cecropia,Pitangus_sulphuratus,3,62.85
Pitangus,Cupania,57.8,8,-19.7667,-40.0033,30,Cupania,Pitangus_sulphuratus,2,62.85
Pitangus,Guapira,1.878333333,8,-19.7667,-40.0033,30,Guapira,Pitangus_sulphuratus,2,62.85
Pitangus,Myrsine,21.24285714,8,-19.7667,-40.0033,30,Myrsine,Pitangus_sulphuratus,3,62.85
Pitangus,Sorocea,2.9,8,-19.7667,-40.0033,30,Sorocea,Pitangus_sulphuratus,9,62.85
Pitangus,Alchornea,67.625,9,-23.5468,-46.7213,30,Alchornea,Pitangus_sulphuratus,2,62.85
Pitangus,Cinnamomum,35.33333333,9,-23.5468,-46.7213,30,Cinnamomum,Pitangus_sulphuratus,2,62.85
Pitangus,Cissus,0.29,9,-23.5468,-46.7213,30,Cissus,Pitangus_sulphuratus,12,62.85
Pitangus,Eugenia,5.905652174,9,-23.5468,-46.7213,30,Eugenia,Pitangus_sulphuratus,1,62.85
Pitangus,Ficus,4.650416667,9,-23.5468,-46.7213,30,Ficus,Pitangus_sulphuratus,17,62.85
Pitangus,Schinus,5.47,9,-23.5468,-46.7213,30,Schinus,Pitangus_sulphuratus,4,62.85
Pitangus,Struthanthus,27.22,9,-23.5468,-46.7213,30,Struthanthus,Pitangus_sulphuratus,1,62.85
Pitangus,Miconia,4.111052632,10,-22.25,-47.98333333,30,Miconia,Pitangus_sulphuratus,11,62.85
Pitangus,Cecropia,3.928571429,11,-18.51666667,-39.73333333,30,Cecropia,Pitangus_sulphuratus,3,62.85
Pitangus,Prunus,0.36,12,-23.1857,-46.8978,30,Prunus,Pitangus_sulphuratus,24,62.85
Pitangus,Alchornea,67.625,13,-26.8812,-49.071,30,Alchornea,Pitangus_sulphuratus,10,62.85
Pitangus,Casearia,16.35,15,-22.9433,-46.7499,30,Casearia,Pitangus_sulphuratus,4,62.85
Pitangus,Erythroxylum,36.01333333,15,-22.9433,-46.7499,30,Erythroxylum,Pitangus_sulphuratus,27,62.85
Pitangus,Protium,2.617142857,15,-22.9433,-46.7499,30,Protium,Pitangus_sulphuratus,8,62.85
Pitangus,Syzygium,1.9,15,-22.9433,-46.7499,30,Syzygium,Pitangus_sulphuratus,1,62.85
Pitangus,Miconia,4.111052632,16,-21.7496,-43.3174,30,Miconia,Pitangus_sulphuratus,6,62.85
Pitangus,Citharexylum,3.6,18,-22.8667,-46.9667,30,Citharexylum,Pitangus_sulphuratus,28,62.85
Pitangus,Tapirira,7.518,20,-22.8728,-42.3414,30,Tapirira,Pitangus_sulphuratus,116,62.85
Pitangus,Cabralea,71.11666667,21,-22.8213,-47.113,30,Cabralea,Pitangus_sulphuratus,28,62.85
Pitangus,Ficus,4.650416667,21,-22.8213,-47.113,30,Ficus,Pitangus_sulphuratus,32,62.85
Pitangus,Ficus,4.650416667,22,-21.9841,-47.88,30,Ficus,Pitangus_sulphuratus,35,62.85
Pitangus,Copaifera,1.65,23,-21.96666667,-47.86666667,30,Copaifera,Pitangus_sulphuratus,25,62.85
Pitangus,Magnolia,52.6,23,-21.96666667,-47.86666667,30,Magnolia,Pitangus_sulphuratus,26,62.85
Pitangus,Miconia,4.111052632,23,-21.96666667,-47.86666667,30,Miconia,Pitangus_sulphuratus,24,62.85
Pitangus,Myrsine,21.24285714,23,-21.96666667,-47.86666667,30,Myrsine,Pitangus_sulphuratus,4,62.85
Pitangus,Ocotea,29.855,23,-21.96666667,-47.86666667,30,Ocotea,Pitangus_sulphuratus,53,62.85
Pitangus,Trema,48.8,26,-26.88333333,-49.05,30,Trema,Pitangus_sulphuratus,8,62.85
Pitangus,Myrsine,21.24285714,27,-26.9125,-49.072,30,Myrsine,Pitangus_sulphuratus,4,62.85
Pitangus,Myrsine,21.24285714,30,-25.25,-50.0833,30,Myrsine,Pitangus_sulphuratus,1,62.85
Pitangus,Cupania,57.8,31,-22.45,-44.0167,30,Cupania,Pitangus_sulphuratus,66,62.85
Pitangus,Miconia,4.111052632,31,-22.45,-44.0167,30,Miconia,Pitangus_sulphuratus,4,62.85
Pitangus,Alchornea,67.625,32,-22.4143,-42.6143,30,Alchornea,Pitangus_sulphuratus,3,62.85
Pitangus,Coussapoa,2.3,33,-22.4,-42.95,30,Coussapoa,Pitangus_sulphuratus,5,62.85
Pitangus,Alchornea,67.625,35,-23,-44.31666667,30,Alchornea,Pitangus_sulphuratus,2,62.85
Pitangus,Erythroxylum,36.01333333,37,-23.55,-45.06667,30,Erythroxylum,Pitangus_sulphuratus,1,62.85
Pitangus,Euterpe,14.78857143,37,-23.55,-45.06667,30,Euterpe,Pitangus_sulphuratus,8,62.85
Pitangus,Myrcia,6.510555556,37,-23.55,-45.06667,30,Myrcia,Pitangus_sulphuratus,5,62.85
Pitangus,Trichilia,69.55,39,-22.4833,-47.5923,30,Trichilia,Pitangus_sulphuratus,2,62.85
Pitangus,Ilex,7.89,40,-28.25,-52.4,30,Ilex,Pitangus_sulphuratus,1,62.85
Pitangus,Myrsine,21.24285714,40,-28.25,-52.4,30,Myrsine,Pitangus_sulphuratus,2,62.85
Pitangus,Psidium,3.406666667,41,-8.01003,-34.9476,30,Psidium,Pitangus_sulphuratus,4,62.85
Pitangus,Trema,48.8,42,-15.63055556,-56.05972222,30,Trema,Pitangus_sulphuratus,2,62.85
Pitangus,Miconia,4.111052632,45,-12.93,-38.4,30,Miconia,Pitangus_sulphuratus,1,62.85
Pitangus,Alchornea,67.625,46,-22.7167,-48.5667,30,Alchornea,Pitangus_sulphuratus,3,62.85
Pitangus,Myrsine,21.24285714,46,-22.7167,-48.5667,30,Myrsine,Pitangus_sulphuratus,16,62.85
Pitangus,Miconia,4.111052632,47,-22.76527778,-53.25833333,30,Miconia,Pitangus_sulphuratus,17,62.85
Pitangus,Matayba,27.7,49,-20.500477,-54.61507,30,Matayba,Pitangus_sulphuratus,69,62.85
Pitangus,Miconia,4.111052632,50,-18.98916667,-48.30166667,30,Miconia,Pitangus_sulphuratus,44,62.85
Pitangus,Miconia,4.111052632,51,-18.9,-48.23333333,30,Miconia,Pitangus_sulphuratus,89,62.85
Pitangus,Phoradendron,2.9,51,-18.9,-48.23333333,30,Phoradendron,Pitangus_sulphuratus,3,62.85
Pitangus,Clusia,51.182,52,-25.1336,-47.9516,30,Clusia,Pitangus_sulphuratus,9,62.85
Pitangus,Eugenia,5.905652174,52,-25.1336,-47.9516,30,Eugenia,Pitangus_sulphuratus,19,62.85
Pitangus,Cabralea,71.11666667,53,-24.2833,-48.4167,30,Cabralea,Pitangus_sulphuratus,29,62.85
Pitangus,Ficus,4.650416667,55,-31.7,-52.16666667,30,Ficus,Pitangus_sulphuratus,54,62.85
Pitangus,Schefflera,23.1,57,-12.85,-52.06666667,30,Schefflera,Pitangus_sulphuratus,5,62.85
Pitangus,Schefflera,23.1,58,-4.266666667,-55.98333333,30,Schefflera,Pitangus_sulphuratus,1,62.85
Pitangus,Solanum,5.062352941,59,-19.1,-39.75,30,Solanum,Pitangus_sulphuratus,2,62.85
Pitangus,Miconia,4.111052632,60,-22.17539167,-47.873925,30,Miconia,Pitangus_sulphuratus,14,62.85
Pitangus,Casearia,16.35,63,10.41666667,-83.98333333,30,Casearia,Pitangus_sulphuratus,4,62.85
Pitangus,Ficus,4.650416667,70,-22.71,-47.61,30,Ficus,Pitangus_sulphuratus,2,62.85
Pitangus,Schinus,5.47,70,-22.71,-47.61,30,Schinus,Pitangus_sulphuratus,1,62.85
Pitangus,Trema,48.8,70,-22.71,-47.61,30,Trema,Pitangus_sulphuratus,9,62.85
Pitangus,Byrsonima,6.158888889,71,-18.91666667,-48.28333333,30,Byrsonima,Pitangus_sulphuratus,2,62.85
Pitangus,Cecropia,3.928571429,71,-18.91666667,-48.28333333,30,Cecropia,Pitangus_sulphuratus,3,62.85
Poospiza,Symplocos,2.49,6,-22.45,-43.0167,20,Symplocos,Poospiza_lateralis,1,16.9
Poospiza,Leandra,2.8,28,-22.7538,-46.142,20,Leandra,Poospiza_lateralis,12,16.9
Poospiza,Miconia,4.111052632,31,-22.45,-44.0167,20,Miconia,Poospiza_lateralis,8,16.9
Poospiza,Miconia,4.111052632,34,-22.3532,-44.6365,20,Miconia,Poospiza_lateralis,8,16.9
Procnias,Guapira,1.878333333,8,-19.7667,-40.0033,100,Guapira,Procnias_nudicollis,2,172.04
Procnias,Protium,2.617142857,8,-19.7667,-40.0033,100,Protium,Procnias_nudicollis,17,172.04
Procnias,Sorocea,2.9,8,-19.7667,-40.0033,100,Sorocea,Procnias_nudicollis,3,172.04
Procnias,Miconia,4.111052632,31,-22.45,-44.0167,100,Miconia,Procnias_nudicollis,2,172.04
Procnias,Eugenia,5.905652174,52,-25.1336,-47.9516,100,Eugenia,Procnias_nudicollis,2,172.04
Psarocolius,Miconia,4.111052632,16,-21.7496,-43.3174,45,Miconia,Psarocolius_montezuma,2,247.728
Psarocolius,Cupania,57.8,31,-22.45,-44.0167,45,Cupania,Psarocolius_montezuma,3,247.728
Psarocolius,Coussapoa,2.3,33,-22.4,-42.95,45,Coussapoa,Psarocolius_montezuma,2,247.728
Psarocolius,Cymbopetalum,61.2,61,18.5499,-95.2,45,Cymbopetalum,Psarocolius_montezuma,1,247.728
Psarocolius,Casearia,16.35,63,10.41666667,-83.98333333,45,Casearia,Psarocolius_montezuma,1,247.728
Pseudoleistes,Casearia,16.35,15,-22.9433,-46.7499,20,Casearia,Pseudoleistes_guirahuro,4,86.42
Pteroglossus,Miconia,4.111052632,44,-23.3667,-46.6,76.66666667,Miconia,Pteroglossus_torquatus,2,193.4166667
Pteroglossus,Cabralea,71.11666667,53,-24.2833,-48.4167,76.66666667,Cabralea,Pteroglossus_torquatus,12,193.4166667
Pteroglossus,Schefflera,23.1,57,-12.85,-52.06666667,76.66666667,Schefflera,Pteroglossus_torquatus,29,193.4166667
Pteroglossus,Schefflera,23.1,58,-4.266666667,-55.98333333,76.66666667,Schefflera,Pteroglossus_torquatus,32,193.4166667
Pteroglossus,Solanum,5.062352941,59,-19.1,-39.75,76.66666667,Solanum,Pteroglossus_torquatus,13,193.4166667
Pteroglossus,Casearia,16.35,63,10.41666667,-83.98333333,76.66666667,Casearia,Pteroglossus_torquatus,77,193.4166667
Pteroglossus,Guarea,44.08,65,9.1525,-79.8465,76.66666667,Guarea,Pteroglossus_torquatus,11,193.4166667
Pteroglossus,Virola,65.81571429,65,9.1525,-79.8465,76.66666667,Virola,Pteroglossus_torquatus,30,193.4166667
Querula,Casearia,16.35,63,10.41666667,-83.98333333,50,Casearia,Querula_purpurata,5,107.35
Querula,Guarea,44.08,65,9.1525,-79.8465,50,Guarea,Querula_purpurata,8,107.35
Ramphastos,Amaioua,10.325,1,-15.9519,-47.9701,63.33333333,Amaioua,Ramphastos_vitellinus,1,421.9238636
Ramphastos,Cabralea,71.11666667,1,-15.9519,-47.9701,63.33333333,Cabralea,Ramphastos_vitellinus,5,421.9238636
Ramphastos,Paullinia,2.1525,1,-15.9519,-47.9701,63.33333333,Paullinia,Ramphastos_vitellinus,6,421.9238636
Ramphastos,Protium,2.617142857,1,-15.9519,-47.9701,63.33333333,Protium,Ramphastos_vitellinus,1,421.9238636
Ramphastos,Schefflera,23.1,1,-15.9519,-47.9701,63.33333333,Schefflera,Ramphastos_vitellinus,4,421.9238636
Ramphastos,Copaifera,1.65,7,-22.81611111,-48.39166667,63.33333333,Copaifera,Ramphastos_vitellinus,34,421.9238636
Ramphastos,Vitex,1.35,9,-23.5468,-46.7213,63.33333333,Vitex,Ramphastos_vitellinus,3,421.9238636
Ramphastos,Myrsine,21.24285714,27,-26.9125,-49.072,63.33333333,Myrsine,Ramphastos_vitellinus,2,421.9238636
Ramphastos,Miconia,4.111052632,28,-22.7538,-46.142,63.33333333,Miconia,Ramphastos_vitellinus,3,421.9238636
Ramphastos,Copaifera,1.65,36,-21.37611111,-46.00583333,63.33333333,Copaifera,Ramphastos_vitellinus,11,421.9238636
Ramphastos,Eugenia,5.905652174,40,-28.25,-52.4,63.33333333,Eugenia,Ramphastos_vitellinus,1,421.9238636
Ramphastos,Coussapoa,2.3,44,-23.3667,-46.6,63.33333333,Coussapoa,Ramphastos_vitellinus,5,421.9238636
Ramphastos,Miconia,4.111052632,44,-23.3667,-46.6,63.33333333,Miconia,Ramphastos_vitellinus,27,421.9238636
Ramphastos,Erythroxylum,36.01333333,48,-24,-47.75,63.33333333,Erythroxylum,Ramphastos_vitellinus,1,421.9238636
Ramphastos,Cabralea,71.11666667,53,-24.2833,-48.4167,63.33333333,Cabralea,Ramphastos_vitellinus,7,421.9238636
Ramphastos,Virola,65.81571429,54,-24.1414,-47.974,63.33333333,Virola,Ramphastos_vitellinus,2,421.9238636
Ramphastos,Schefflera,23.1,57,-12.85,-52.06666667,63.33333333,Schefflera,Ramphastos_vitellinus,5,421.9238636
Ramphastos,Schefflera,23.1,58,-4.266666667,-55.98333333,63.33333333,Schefflera,Ramphastos_vitellinus,29,421.9238636
Ramphastos,Cymbopetalum,61.2,61,18.5499,-95.2,63.33333333,Cymbopetalum,Ramphastos_vitellinus,5,421.9238636
Ramphastos,Casearia,16.35,63,10.41666667,-83.98333333,63.33333333,Casearia,Ramphastos_vitellinus,348,421.9238636
Ramphastos,Casearia,16.35,64,10.838,-85.7071,63.33333333,Casearia,Ramphastos_vitellinus,2,421.9238636
Ramphastos,Guarea,44.08,65,9.1525,-79.8465,63.33333333,Guarea,Ramphastos_vitellinus,4,421.9238636
Ramphastos,Virola,65.81571429,65,9.1525,-79.8465,63.33333333,Virola,Ramphastos_vitellinus,100,421.9238636
Ramphastos,Cecropia,3.928571429,71,-18.91666667,-48.28333333,63.33333333,Cecropia,Ramphastos_vitellinus,3,421.9238636
Ramphocelus,Miconia,4.111052632,1,-15.9519,-47.9701,50,Miconia,Ramphocelus_passerinii,1,29.1537931
Ramphocelus,Piper,2.2,1,-15.9519,-47.9701,50,Piper,Ramphocelus_passerinii,1,29.1537931
Ramphocelus,Protium,2.617142857,1,-15.9519,-47.9701,50,Protium,Ramphocelus_passerinii,7,29.1537931
Ramphocelus,Solanum,5.062352941,1,-15.9519,-47.9701,50,Solanum,Ramphocelus_passerinii,1,29.1537931
Ramphocelus,Aegiphila,8.7,4,-22.5496,-42.2766,50,Aegiphila,Ramphocelus_passerinii,3,29.1537931
Ramphocelus,Alchornea,67.625,4,-22.5496,-42.2766,50,Alchornea,Ramphocelus_passerinii,3,29.1537931
Ramphocelus,Cupania,57.8,4,-22.5496,-42.2766,50,Cupania,Ramphocelus_passerinii,2,29.1537931
Ramphocelus,Guarea,44.08,4,-22.5496,-42.2766,50,Guarea,Ramphocelus_passerinii,2,29.1537931
Ramphocelus,Miconia,4.111052632,4,-22.5496,-42.2766,50,Miconia,Ramphocelus_passerinii,22,29.1537931
Ramphocelus,Myrcia,6.510555556,4,-22.5496,-42.2766,50,Myrcia,Ramphocelus_passerinii,4,29.1537931
Ramphocelus,Myrsine,21.24285714,4,-22.5496,-42.2766,50,Myrsine,Ramphocelus_passerinii,4,29.1537931
Ramphocelus,Trema,48.8,4,-22.5496,-42.2766,50,Trema,Ramphocelus_passerinii,7,29.1537931
Ramphocelus,Xylopia,44.1,4,-22.5496,-42.2766,50,Xylopia,Ramphocelus_passerinii,2,29.1537931
Ramphocelus,Citharexylum,3.6,7,-22.81611111,-48.39166667,50,Citharexylum,Ramphocelus_passerinii,8,29.1537931
